Auteur	Total De Tokens	Occurrences du Mot	Date	Titre	
Chabanon, Michel Paul Guy de (1730-1792)	800608	0	1773	Vie du Dante : avec une notice détaillée de ses ouvrages / par M. de Chabanon,... // Essai sur les éloges	
Montégut, Émile (1825-1895)	4379987	3	1893	Esquisses littéraires ; Mme Desbordes-Valmore, Mme Ch. Reybaud, Gustave Planche, P.-J. Stahl, Mme la Csse Agénor de Gasparin, Mme la Mse de Blocqueville ; de la Vraie nature du bonheur // Ernest Renan : sa vie et son œuvre / H. Desportes et F. Bournand ; préface par J. de Biez // La satire en France au Moyen âge (4e éd.) / par C. Lenient,... // La psychologie des idées-forces // Des Réputations littéraires. Essais de morale et d’histoire. Première série // Modestes observations sur l'art de versifier / Clair Tisseur // Impressions de théâtre // Alfred de Musset // Mémoires d'un passant / par Philibert Audebrand // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // De Scribe à Ibsen : causeries sur le théâtre contemporain / René Doumic // L'idéalisme / Remy de Gourmont ; [dessin de Filiger] // Leçons de littérature allemande : morceaux choisis des poètes et des prosateurs classés par genres, avec une table des pièces et des auteurs ; ouvrage précédé d'un coup d'oeil sur la littérature allemande, depuis Luther jusqu'à nos jours / par M. Jules Le Fèvre-Deumier	
Rigoley de Juvigny, Jean-Antoine	127399	0	1772	Discours sur le progrès des lettres en France , par M. Rigoley de Juvigny,... // Éloge de Racine	
Barbey d'Aurevilly, Jules (1808-1889)	6063338	2	1892	Nouvelle série. Théâtre contemporain, 1870-1883 / J. Barbey d'Aurevilly // Impressions de théâtre // Petits mémoires du XIXe siècle / Philibert Audebrand // Victor Hugo / par Paul de Saint-Victor // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // De l'élément psychique dans le rythme et de ses rapports avec l'élément phonique : études de rythmique et d'esthétique / par Raoul de La Grasserie,... // Fénelon / par Paul Janet,... // Sur Goethe : études critiques de littérature allemande / J.-J. Weiss ; avec une préface de Francisque Sarcey // Mémoires de la Société d'agriculture, sciences et arts du département de l'Aube // Boileau // Journal des Goncourt, tome VI (1878-1884) // Trois années de théâtre, 1883-1885. A propos de théâtre / par J.-J. Weiss // Goethe et Beethoven, par Henri Blaze de Bury // Le latin mystique, les poètes de l'antiphonaire et la symbolique au moyen âge, miniature de Filiger / par Remy de Gourmont ; préface de J.-K. Huysmans // Théâtre au XVIIe siècle. La comédie... // Trois années de théâtre, 1883-1885. Autour de la Comédie française / par J.-J. Weiss // Portraits historiques et littéraires... / Edmond Biré // Les Idées morales du temps présent // Saint-Simon / par Gaston Boissier... // Les soirées de Calibangrève / par Émile Bergerat (Caliban) ; ill. par Maurice de Lambert // La vie littéraire // Un Hollandais à Paris en 1891 : sensations de littérature et d'art / W. G. C. Byvanck ; préface d'Anatole France // Portraits d'écrivains : Alexandre Dumas fils, Émile Augier, Victorien Sardou, Octave Feuillet, Edmond et Jules de Goncourt, Émile Zola, Alphonse Daudet, J.-J. Weiss / René Doumic // Histoire littéraire de la France. T. XVI, XIIIe siècle / [Par dom Brial, Daunou, Amaury Duval, Ginguené, de Pastoret et Petit-Radel] ; ouvrage commencé par des religieux Bénédictins de la Congrégation de Saint-Maur et continué par des membres de l'Institut... // Histoire abrégée de la littérature française, depuis ses origines jusqu'à Malherbe / par Vor Jeanroy-Félix // Salons.... Tome II. 1872-1879 / Castagnary ; avec une préf. de Eugène Spuller... // L’anarchie littéraire // Le Théâtre en France, histoire de la littérature dramatique, depuis ses origines jusqu'à nos jours, par L. Petit de Julleville,... // Trois années de théâtre, 1883-1885. Le drame historique et le drame passionnel / par J.-J. Weiss // L'art et la nature (2e édition) / par Victor Cherbuliez,...	
Damiens de Gomicourt, Augustin-Pierre (1723-1790)	101655	0	1771	Essai sur la poesie lyri-comique , par Jerome Carre	
Lemercier, Népomucène-Louis (1771-1840)	542450	0	1818	D'une opinion de M. de Châteaubriand dans le “Conservateur”, par M. Lemercier,... // La chronique indiscrète. Tome 2 / . Boudoirs, coulisses, bruits de ville, variétés, écrits, gravures, musique, spectacles // Nouveau supplément au Cours de littérature de M. de La Harpe ; contenant 1° l'éloge de Voltaire ; 2° la réfutation des lettres de feu M. Ginguené sur les Confessions de J.-J. Rousseau ; 3° la réfutation des principes de J.-J. Rousseau sur la souveraineté nationale ; 4° la lettre de M. Sélis... sur le Collège de France avec la réponse de M. de La Harpe... 5° l'examen de plusieurs assertions hasardées par M. de La Harpe, dans sa philosophie du XVIIIe siècle, par M.. [Publié par A.-A. Barbier.] // Guerre à qui la cherche, ou Petites lettres sur quelques-uns de nos grands écrivains, par un ami de tout le monde, ennemi de tous les partis [Charles Loyson] // Seconde campagne de Guerre à qui la cherche, ou Suite des Petites lettres sur quelques-uns de nos grands écrivains, par M. Ch. Loyson // Quelques réflexions sur l'art théâtral, sur les causes de sa décadence, et sur les moyens à employer pour ramener la scène française à son ancienne splendeuré . Quatrième édition, augmentée d'un projet de comité de lecture dramatique et d'un aperçu sur le commencement des théâtres des différentes nations... et sur l'état actuel de la scène française. Par Ricord aîn // La chronique indiscrète. Tome 1 / . Boudoirs, coulisses, bruits de ville, variétés, écrits, gravures, musique, spectacles // Élémens de l'histoire de la littérature française, jusqu'au milieu du XVIIe siècle / par A. Charbonnières...	
Brunot, Ferdinand (1860-1938)	2412213	1	1939	Histoire de la langue française, des origines à 1900. Tome IV, La langue classique (1660-1715). Première partie (3e édition) / Ferdinand Brunot,... // Mes idées esthétiques ([2e éd.]) / Léon Daudet,... // Histoire de la langue française, des origines à 1900. 10, 1, La langue classique dans la tourmente / Ferdinand Brunot,... // Histoire de la langue française, des origines à 1900. Tome IV, La langue classique (1660-1715). Deuxième partie (2e édition) / Ferdinand Brunot,...	
Lemercier, Népomucène-Louis (1771-1840)	956405	0	1817	Cours analytique de littérature générale, tel qu'il a été professé à l'Athénée de Paris, par N.-L. Lemercier,.... Tome 1 // J.-Jacques Rousseau dévoilé, ou Réfutation de son “Discours” contre les sciences et les lettres / par M. l'abbé Aillaud,... // Almanach critique et littéraire de Paris // Observations critiques sur l'ouvrage intitulé : “Le génie du christianisme” ; par M. de Chateaubriand . Pour faire suite au Tableau de la littérature française, par M. J. de Chénier // Cours analytique de littérature générale, tel qu'il a été professé à l'Athénée de Paris, par N.-L. Lemercier,.... Tome 4,Partie 3,Section 2 // Cours analytique de littérature générale, tel qu'il a été professé à l'Athénée de Paris, par N.-L. Lemercier,.... Tome 2 // Recherches sur les ouvrages de Voltaire , contenant : 1° des réflexions générales sur ses écrits ; 2° une notice raisonnée des différentes éditions de ses oeuvres... depuis 1732... 3° le détail des condamnations juridiques qu'ont encourues la plupart de ses écrits ; et 4° l'indication... des principaux ouvrages où l'on a combattu ses principes dangereux, par J. J. E. G... avocat... // Cours analytique de littérature générale, tel qu'il a été professé à l'Athénée de Paris, par N.-L. Lemercier,.... Tome 3,Partie 3,Section 1	
Thibaudet, Albert (1874-1936)	1485334	4	1938	Réflexions sur le roman // Rimbaud . [Nouvelle édition.] // Les carnets de Joseph Joubert / Joseph Joubert ; textes recueillis sur les manuscrits autographes par André Beaunier ; préf. de Mme André Beaunier et de M. André Bellessort // Le plaisir du théâtre (3e éd.) / André Bellessort,...	
Auger, Louis-Simon (1772-1829)	197602	0	1816	Vie de Montesquieu / (Signé : L.-S. Auger) // Des beautés poétiques de toutes les langues, considérées sous le rapport de l'accent et du rhythme . Ouvrage qui a été couronné par la 2e classe de l'Institut de France,... par l'abbé Ant. Scoppa,...	
Reynier, Gustave (1859-1937)	603178	0	1937	Les femmes savantes de Molière : étude et analyse / par Gustave Reynier,... // La publication de “La terre” / Maurice Le Blond // Les “Catilinaires” de Cicéron : étude et analyse / par H. Bornecque,... // Autour du Romantisme // Madame Du Deffant (3e mille) / Gaston Rageot	
Rémusat, Abel (1788-1832)	197007	0	1815	Programme du cours de langue et de littérature chinoises et de tartare-mandchou ; précédé du Discours prononcé à la première séance de ce cours... le 16 janvier 1815. Par M. Abel-Rémusat,... // Discours prononcé au Collège royal de France, à l'ouverture du cours de langue et de littérature sanskrite , par M. A.-L. Chézy,... le lundi 16 janvier 1815 // Examen critique des débuts qui ont eu lieu cette année au théâtre-français // Rêveries de M. de Chateaubriant, ou Examen critique d'un libelle intitulé : De Buonaparte et des Bourbons . Par M. Bail,... // Essai sur la poésie et les poètes français aux XIIe, XIIIe et XIVe siècles, par M. Benoiston-de-Chateauneuf // Rapport historique sur l'état et les progrès de la littérature depuis 1789, rédigé par M. de Chénier	
Bremond, Henri (1865-1933)	1055164	2	1936	Autour de l'humanisme : d'Erasme à Pascal ([3e éd.]) / Henri Bremond,... ; Préface de Georges Goyau,... // Réflexions sur la littérature	
Diderot, Denis (1713-1784)	2544265	1	1814	Lettre de Diderot au sujet des observations du chevalier de Chastellux sur le traité du mélodrame // Cours de littérature dramatique (2e éd.) [II] // Cours de littérature dramatique (2e éd.) [III]. Théâtre-Français // Cours de littérature dramatique (2e éd.) [I] // Essai sur les romances historiques du moyen âge	
Cabanès, Augustin (1862-1928)	613842	1	1935	Grands névropathes. III, Hoffmann, Heine, Swift, Quincey, Coleridge, Cooper, Tennyson, Chopin, Gogol, Gontcharov, Lermontov, Dostoïevsky... / Dr Cabanès ; [avertissement de Bl.-A. Cabanès] // Les pièces de théâtre : manuel pratique à l'usage des honnêtes gens qui vont au théâtre ou qui écoutent les pièces de théâtre à la T.S.F. (3e éd. revue et mise à jour)	
Lanson, Gustave (1857-1934)	2026026	0	1934	Oeuvre dramatique de Saint-Georges de Bouhélier // La Comédie-Française. Année 1927 [-année 1934]. 1er janvier 1927-31 décembre 1932. - 1934. (5 mai.), XII-464 p. avec ill. [4349] / Édouard Champion // Athènes et son théâtre : cours professé à la Société des conférences (2e éd.) / André Bellessort // La Comédie-Française. Année 1927 [-année 1934]. Années 1933 et 1934. -1935, 491 p., couv. ill. / Édouard Champion // Histoire de la langue française, des origines à 1900. 8, 1-3, Le français hors de France au XVIIIe siècle / Ferdinand Brunot	
Barante, Prosper Brugière (1782-1866 ; baron de)	163910	1	1813	Tableau de la littérature française pendant le dix-huitième siècle // Réflexions sur le suicide	
Des Guerrois, Charles (1817-1916)	1272934	0	1933	Vie et les lettres de William Cowper . Tome deuxième. [Tome troisième.] // Le message oriental / Ernest Zyromski // Histoire de la langue française des origines à 1900. Tome I, De l'époque latine à la Renaissance (4e édition revue et augmentée) / Ferdinand Brunot,... // “La vie de Jésus” d'Ernest Renan / Antoine Albalat // Les “poèmes barbares” de Leconte de Lisle / Joseph Vianey // De mon temps…	
Bouterwek, Friedrich (1766-1828)	261387	0	1812	Histoire de la littérature espagnole. Tome 1 / , traduite de l'allemand de M. Bouterwek,... par le traducteur des lettres de Jean Muller // Les critiques . 3e satire de Bertrand,... // Essai sur la comédie , suivi d'analyses du Misanthrope et du Tartufe, extraites d'un commentaire sur Molière, que l'auteur se propose de publier, par A.-J. Cassé de Saint-Prosper // Mes révélations sur M. Étienne, “les Deux Gendres” et “Conaxa”, par M. Lebrun-Tossa // Histoire de la littérature espagnole. Tome 2 / , traduite de l'allemand de M. Bouterwek,... par le traducteur des lettres de Jean Muller	
Laurès, Antoine de (1708?-1779)	22389	0	1779	Lettre du chevalier de Laurès aux messieurs qui doivent concourir cette année pour le prix de poésie de l'Académie française . Suivie d'une réponse de Corneille	
Ginguené, Pierre-Louis (1748-1816)	109462	0	1791	Lettres sur les Confessions de J.-J. Rousseau, par M. Ginguené // De l'Autorité de Rabelais dans la révolution présente et dans la constitution civile duclergé, ou Institutions royales, politiques et ecclésiastiques, tirées de Gargantua et de Pantagruel. [Par P.-L. Ginguené.]	
Grimod de La Reynière, Alexandre-Balthazar-Laurent (1758-1837)	25301	0	1790	Les miniatures, ou Recherches sur les trois grands spectacles... / [par Grimod de la Reynière]	
Crébillon, Prosper Jolyot de (1674-1762)	140777	0	1789	Chefs-d'oeuvre de Crébillon // Analyses et critiques des ouvrages de M. de Voltaire : avec plusieurs anecdotes intéressantes et peu connues qui le concernent depuis 1762 jusqu'à sa mort... ([Reprod.]) // Réponse aux Lettres sur le caractère et les ouvrages de J.-J. Rousseau , bagatelle que vingt libraires ont refusé de faire imprimer // Réponse à la Réponse de M. de Champcenetz, au sujet de l'ouvrage de Mme la B. de S sur Rousseau // De la liberté du théâtre en France ([Reprod.]) / par M. J. de Chénier	
Morellet, André (1727-1819)	48502	0	1822	Lettres inédites de l'abbé Morellet,... sur l'histoire politique et littéraire des années 1806 et 1807, pour faire suite à ses Mémoires... // Éloge de Lesage, par M. St-Marc Girardin...	
Carbon de Flins Des Oliviers, Claude-Marie-Louis-Emmanuel (1757-1806)	14376	0	1788	Dialogue entre l'auteur et un frondeur ; sur les ennemis des lettres et les faiseurs de libelles anonymes	
Anonyme	163642	0	1821	Coup d'oeil sur les théâtres de Paris // Observations sur les quatre dernières fables de La Fontaine restées jusqu'ici sans commentaire ; par MM. Sélis, Delille et La Harpe recueillies par J.-B. Gail. Avec spécimen des écritures de La Fontaine et de ses commentateurs Delille, Sélis, Chamfort et La Harpe, pour servir de suite à l'ouvrage de J.-B. Gail intitulé : les Trois Fabulistes et à toutes les éditions in-8° de La Fontaine	
Gillet, Louis (1876-1943)	22560	0	1942	Claudel présent	
Bernardin de Saint-Pierre, Henri (1737-1814)	627906	0	1820	Oeuvres complètes de Jacques-Henri-Bernardin de Saint-Pierre. Essai / , mises en ordre et précédées de la vie de l'auteur, par L. Aimé-Martin // De la Liberté des théâtres dans ses rapports avec la liberté de la presse, à l'occasion de l'analyse de la “Démence de Charles VI”, tragédie de M. Lemercier,. [Signé : A. Métral.] // Oeuvres complètes de Mme la baronne de Staël. Tome 10 / , publiées par son fils ; précédées d'une notice sur le caractère et les écrits de Mme de Staël, par Mme Necker de Saussure... // Oeuvres complètes de Mme la baronne de Staël. Tome 11 / , publiées par son fils ; précédées d'une notice sur le caractère et les écrits de Mme de Staël, par Mme Necker de Saussure... // Oeuvres complètes de Mme la baronne de Staël. Tome 1 / , publiées par son fils ; précédées d'une notice sur le caractère et les écrits de Mme de Staël, par Mme Necker de Saussure...	
Gillet, Louis (1876-1943)	37808	0	1941	Deux poètes paysans : Lamartine et Charles Péguy , par Louis Gillet,...	
Cubières-Palmézeaux, Michel de (1752-1820)	245527	0	1787	Lettre à M. le Mis de Ximenès, sur l'influence de Boileau en littérature / (Signé : le chevalier de [M. de Cubières-Palmézeaux]) // De la décadence des lettres et des moeurs, depuis les Grecs et les Romains jusqu'à nos jours . Par M. Rigoley de Juvigny,... Seconde édition // Remarques sur la Grammaire françoise de M. de Wailly ; suivies de quelques vers tant latins que françois / par M. d'Açarq,...	
La Morlière, Jacques Rochette de (1719-1785)	67877	0	1786	Le misanthrope ; et les conseils du chevalier de La Morlière à un jeune littérateur qu'il avait adopté pour fils, ou Étrennes aux journalistes // Essai poétique sur quelques pièces du théâtre italien, hommage à Madame Dugazon, par M. Bonnet // Chefs-d'oeuvre de T. Corneille. [1]	
Hazard, Paul (1878-1944)	249151	0	1940	Quatre études	
Grimod de La Reynière, Alexandre-Balthazar-Laurent (1758-1837)	114926	0	1785	Lorgnette philosophique trouvée par un R. P. capucin sous les arcades du Palais-royal, et présentée au public par un célibataire.... Partie 2 // Lorgnette philosophique trouvée par un R. P. capucin sous les arcades du Palais-royal, et présentée au public par un célibataire.... Partie 1 // De la vie et des poëmes de Dante	
Grimod de La Reynière, Alexandre-Balthazar-Laurent (1758-1837)	73002	0	1784	Réflexions philosophiques sur le plaisir ; par Un célibataire. Troisième édition	
Le Blanc de Guillet, Antoine (1730-1799)	68964	0	1783	Discours en vers, sur la nécessité du dramatique et du pathétique en tout genre de poésie, par M. Le Blanc // Éloge de Voltaire , suivi de Poésies diverses	
Daire, Louis-François (1713-1792)	1992782	0	1782	Histoire littéraire de la ville d'Amiens... par l'abbé Daire,... // Essai sur les règnes de Claude et de Néron et sur la vie et les ecrits de Sénèque pour servir d’introduction à la lecture de ce philosophe (1778-1782) // Nouveau théâtre allemand . Par MM. Friedel et de Bonneville // Plan d’une université pour le gouvernement de Russie ou d’une éducation publique dans toutes les sciences	
Raynouard, François-Just-Marie (1761-1836)	2797897	1	1829	Observations philologiques et grammaticales sur le “Roman de Rou” et sur quelques règles de la langue des trouvères au douzième siècle, par M. Raynouard,... // Mélanges de littérature et de politique , par M. Benjamin Constant // Les souvenirs et les regrets du vieil amateur dramatique, ou Lettres d'un oncle à son neveu sur l'ancien Théâtre français... // Mélanges philosophiques, historiques et littéraires, par M. Villemain... 4e édition. II. Notice sur Fénelon. De Symmaque. Vie de L'Hôpital. Discours d'ouverture du cours d'éloquence française, novembre 1824. Essai littéraire sur Shakspeare. Du Poème de Lucrèce. Du Polythéisme dans le premier siècle de notre ère. De la Philosophie stoïque et du christianisme // Mélanges philosophiques, historiques et littéraires, par M. Villemain... 4e édition. III. Tableau de l'éloquence chrétienne dans le IVe siècle. Des Pères de l'Église grecque. Saint Jean Chrysostome. Synésius. Des Pères de l'Église latine. Saint Ambroise. Saint Jérôme, saint Paulin. Saint Augustin. De Plutarque et de ses ouvrages. Tibère. De la Corruption des lettres romaines sous l'Empire. De l'Empereur Julien. Essai sur la vie et les ouvrages de Pope. D'un fragment d'Hérodote traduit par M. Courrier. Discours prononcé à la réception de M. Fourier succédant à M. Lemontey // Canon d'alarme, par P.-M.-L. Baour-Lormian,... // Tableau de la littérature du moyen âge I // Histoire de la littérature ancienne et moderne. T2 / , par F. Schlegel, traduite de l'allemand, sur la dernière édition, par William Duckett... // Walstein , tragédie en 5 actes, par P.-Ch. Liadières... // Les Nouveaux martyrs, satire par P.-M.-L. Baour-Lormian,... // Les rhéteurs latins, ou Analyse raisonnée des ouvrages de Cicéron, de Quintilien et de Tacite, sur l'art oratoire ,... par J.-A. Amar,... // Du Marasme dramatique en 1819, par J.-T. Merle // Le Coup de pistolet chargé à poudre , dialogue entre un vieux classique et un jeune romantique, par l'Ermite en Russie // Notice biographique et littéraire sur... Gaillard / [Par L. S. Auger] // Histoire de la littérature ancienne et moderne. T1 / , par F. Schlegel, traduite de l'allemand, sur la dernière édition, par William Duckett... // Avis aux propagateurs des nouvelles doctrines littéraires ; poème lu à l'Académie française dans une de ses séances extraordinaires, par M. le Vte Le Prévost d'Iray,... // L'Echo du canon d'alarme de M. Baour-Lormian ou Epitre à quelques [...], par M // Mélanges philosophiques, historiques et littéraires, par M. Villemain... 4e édition. I. Éloge de Montaigne. Discours sur les avantages et les inconvénients de la critique. Éloge de Montesquieu. Discours prononcé dans l'Académie française, le 28 juin 1821, par M. Villemain succédant à M. de Fontanes. Discours prononcé à la réception de M. Dacier. Essai sur l'oraison funèbre. Discours prononcé à l'ouverture du cours d'éloquence française en décembre 1822. Essai historique sur Milton. De Pascal considéré comme écrivain et comme moraliste	
Farcy, Charles-François (1792-1867)	1884006	0	1828	Examen critique d'“Olga ou l'Orpheline moscovite”, tragédie en 5 actes et en vers, et résumé des débats entre le classique et le romantique, par C. Farcy // Essai sur l'éloquence de la chaire, panégyriques, éloges et discours. Tome 3 / , par le cardinal Jean-Sifrein Maury. Seule édition publiée sur les manuscrits autographes de l'auteur par Louis-Sifrein Maury, son neveu // Mélanges philosophiques et littéraires. Tome 1 / , par M. Auger,... // Mélanges de philosophie, d'histoire et de littérature. Tome 2 / , par M. Ch.-M. de Féletz,... // Introduction à l’histoire de la philosophie // Essai sur l'éloquence de la chaire, panégyriques, éloges et discours. Tome 2 / , par le cardinal Jean-Sifrein Maury. Seule édition publiée sur les manuscrits autographes de l'auteur par Louis-Sifrein Maury, son neveu // Mélanges philosophiques et littéraires. Tome 2 / , par M. Auger,... // Mélanges de philosophie, d'histoire et de littérature. Tome 3 / , par M. Ch.-M. de Féletz,... // Essai sur l'éloquence de la chaire, panégyriques, éloges et discours. Tome 1 / , par le cardinal Jean-Sifrein Maury. Seule édition publiée sur les manuscrits autographes de l'auteur par Louis-Sifrein Maury, son neveu // Mélanges de philosophie, d'histoire et de littérature. Tome 1 / , par M. Ch.-M. de Féletz,...	
France, Anatole (1844-1924)	542531	0	1949	La vie littéraire	
La Motte, Antoine Houdar de (1672-1731)	65839	1	1707	Discours sur la poésie	
Moreau, M.	1079706	0	1827	Souvenirs du théâtre anglais à Paris , dessinés par MM. Devéria et Boulanger, avec un texte par M. Moreau // La guerre des classiques et des romantiques , poême héroï-comique en trois chants, par M. P. G. // Essai critique sur le théâtre français , publié, d'après des notes anglaises, par M. Eugène Chapus // Éloge de Bossuet, discours... par M. Saint-Marc Girardin,... // Principes de la philosophie de l’histoire (trad. Michelet) // Oeuvres complètes de Vauvenargues , précédées d'une notice sur sa vie et ses ouvrages et accompagnées des notes de Voltaire, Morellet et Suard. Nouvelle édition...	
Bard, Joseph (1803-1861)	1060258	2	1826	Considérations pour servir à l'histoire du développement moral et littéraire des nations , par Joseph Bard (de la Côte d'or),... // M. Casimir Delavigne cité au tribunal de la raison, de la langue et du goût, ou Critique raisonnée, grammaticale et littéraire de sa Messénienne sur Lord Byron . Par J.-N. Blondin,... // Mélanges littéraires // Oeuvres complètes de Sir Walter Scott. Tome 10 / traduction nouvelle // Dialogue sur le Charles VI de M. Népomucène Lemercier, et celui de M. de La Ville de Mirmont. Par Ch.-P. // Encore un mot, seconde satire, par M. Baour-Lormian,... pour faire suite à la première satire du même auteur : “Le Classique et le romantique” // Épître à M. A sur l'état actuel de la littérature , par M. François Guide // Oeuvres complètes de M. le vicomte de Chateaubriand,.... Tome 21 // L'art poétique à l'usage du dix-neuvième siècle , poème posthume en cinq chants et en vers ; par Antoine Giguet // Observations sur la nature de la propriété littéraire, présentées à la commission nommée par le roi pour l'examen préparatoire du projet tendant à améliorer... la législation actuelle sur les droits des auteurs et de leurs héritiers... par M. Auger,...	
Doumic, René (1860-1937)	641007	0	1947	Histoire de la littérature française (Nouvelle édition illustrée, entièrement remaniée par l'auteur...) / par René Doumic,...	
Virgile (0070-0019 av. J.-C.)	1692868	0	1825	Études sur Virgile comparé avec tous les poètes épiques et dramatiques des anciens et des modernes. Tome 2 / , par P.-F. Tissot,... précédées de considérations préliminaires destinées à servir d'introduction... // Études sur Virgile comparé avec tous les poètes épiques et dramatiques des anciens et des modernes. Tome 3 / , par P.-F. Tissot,... précédées de considérations préliminaires destinées à servir d'introduction... // L'Imagination. Edition 2,Tome 2 / , poëme par Jacques Delille. Deuxième édition accompagnée de notes historiques et littéraires (par d'Andrezel, L.-S. Auger, de Féletz, M.-G.-F.-A. Cte de Choiseul-Gouffier et de Sabran), et augmentée d'environ cinq cents vers nouveaux // Études sur Virgile comparé avec tous les poètes épiques et dramatiques des anciens et des modernes. Tome 4 / , par P.-F. Tissot,... précédées de considérations préliminaires destinées à servir d'introduction... // Lycée, ou Cours de littérature ancienne et moderne. T. 12 / par J.-F. La Harpe // Études sur Virgile comparé avec tous les poètes épiques et dramatiques des anciens et des modernes. Tome 1 / , par P.-F. Tissot,... précédées de considérations préliminaires destinées à servir d'introduction... // L'Imagination. Tome 1 / , poëme par Jacques Delille. Deuxième édition accompagnée de notes historiques et littéraires (par d'Andrezel, L.-S. Auger, de Féletz, M.-G.-F.-A. Cte de Choiseul-Gouffier et de Sabran), et augmentée d'environ cinq cents vers nouveaux	
Du Bos, Charles (1882-1939)	24813	0	1946	Grandeur et misère de Benjamin Constant / Charles du Bos	
Auguis, Pierre-René (1786-1846)	1458578	0	1824	« Notice sur la vie et les écrits de Chamfort » // Recueil des discours prononcés dans la séance publique de l'Institut royal de France, le... 24 avril 1824 // Histoire littéraire d'Italie. T9 / par P.-L. Ginguené,... // Chants sur lord Byron , suivi d'une Adresse au Roi, par M. Damas-Hinard // Notes sur les fables de La Fontaine // Histoire littéraire d'Italie. T8 / par P.-L. Ginguené,... // Histoire littéraire d'Italie. T6 / par P.-L. Ginguené,... // Épître aux muses sur les romantiques, par M. J.-P.-G. Viennet // Ébauches d’une poétique dramatique // Histoire littéraire d'Italie. T7 / par P.-L. Ginguené,...	
Schöll, Maximilian Samson Friedrich (1766-1833)	2720631	2	1823	Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 5 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 3 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Étude littéraire sur la partie historique de Paul et Virginie , accompagnée de pièces officielles relatives au naufrage du vaisseau Le Saint-Géran ; par P.-É. Lemontey,... // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 7 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 8,Edition 2 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 6 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 4 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 2 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Histoire de la littérature grecque profane, depuis son origine jusqu'à la prise de Constantinople par les Turcs. Tome 1 / , suivie d'un précis de l'histoire de la transplantation de la littérature grecque en Occident, 2e édition, entièrement refondue sur un nouveau plan... par M. Schoell // Maximes de La Rochefoucauld . Nouvelle édition avec toutes les variantes, et une notice sur sa vie, par P.-R. Auguis // Chefs-d'oeuvre du théâtre russe . Ozerof, Fon-Vizine, Krilof, Schakofskoi	
La Grange (1639?-1692)	21330	0	1682	Préface à l’édition des œuvres de Molière de 1682	
Burnouf, Eugène (1801-1852)	205859	0	1833	De la langue et de la littérature sanscrite [par Eugène Burnouf.] Discours d'ouverture prononcé au collège de France // Histoire poétique tirée des poètes français, avec un dictionnaire poétique. Édition revue et corrigée // De la littérature dramatique : lettre à M. Victor Hugo / par M. Alexandre Duval,...	
Cubières-Palmézeaux, Michel de (1752-1820)	46545	0	1799	Le défenseur de la philosophie, ou Réponse à quelques satires dirigées contre la fin du XVIIIe siècle : satire / par un ami des arts, des lettres et des moeurs (M. de Cubières-Palmézeaux) // Les Trois Mots, satyres, par Louis-François Lormian,...	
Souvestre, Émile (1806-1854)	131457	0	1832	Des arts comme puissance gouvernementale, et de la nouvelle constitution à donner aux théâtres / par É. Souvestre // Oeuvres de Charles Nodier. T. 5	
