Auteur	Total De Tokens	Occurrences du Mot	Date	Titre	
Sainte-Beuve, Charles-Augustin (1804-1869)	6155633	4	1867	Nouveaux Lundis, tome neuvième // Voltaire, sa vie et ses oeuvres. Tome 1 / par M. l'abbé Maynard,... // Étude critique et bibliographique des oeuvres de Alfred de Musset, pouvant servir d'appendice à l'édition dite de souscription / [par le Vte Spoelberch de Lovenjoul] // La statue de Voltaire (2e éd.) / par Maurice Leprévost... // Nouveaux samedis : 3e série / par A. de Pontmartin,... // Mélanges d'histoire littéraire et de littérature. Tome 2 / par J.-J. Ampère,... ; [publiés par Louis de Loménie] // Cours familier de littérature [XXIII] // Jacques Du Lorens et le Tartuffe : notice sur un précurseur de Despréaux : 1583-1658 / par Prosper Blanchemain // Corneille et le monde, vers récités sur le Théâtre français... pour le 261e anniversaire de la naissance de P. Corneille // Le cerveau et la pensée // Nouveaux Lundis, tome huitième // Le Galilée de M. Ponsard ou le Polyeucte de l'astronomie // La science et les lettres en Orient (2e éd.) / par J.-J. Ampère,... ; avec une préface par M. Barthélemy Saint-Hilaire ; (publié par Ch. Daremberg) // Beaumarchais et la Comédie espagnole : conférence faite à l'ancienne loge de Mer de Perpignan, le 15 février 1867 / par Ch. Revillout,... // Voltaire et la société française au XVIIIe siècle. T.3 Voltaire à la cour / par Gustave Desnoiresterres // Histoire littéraire de Fénelon, ou Revue historique et analytique de ses oeuvres, pour servir de complément à son histoire et aux différentes éditions de ses oeuvres / par M... [l'abbé J.-E.-A. Gosselin. avec des Recherches bibliographiques sur le “Télémaque” / par l'abbé A.-P.-P. Caron] // Nouveaux samedis : 4e série / par A. de Pontmartin,... // Voltaire, sa vie et ses oeuvres. Tome 2 / par M. l'abbé Maynard,... // Mélanges d'histoire littéraire et de littérature. Tome 1 / par J.-J. Ampère,... ; [publiés par Louis de Loménie] // Gens singuliers / Lorédan Larchey // Suger et son temps (Nouvelle édition revue, corrigée et considérablement augmentée) / par M. Alfred Nettement // Cours familier de littérature [XXIV] // Jeanne d'Arc dans la poésie dramatique : conférence du 24 décembre 1866 / par M. Crousle,... // Histoire du sonnet, sa grandeur et sa décadence : entretien littéraire / par M. Richaud,... // Nouveaux Lundis, tome septième // Voltaire et la société française au XVIIIe siècle. 1e sér. / par Gustave Desnoiresterres // Analyse critique, par M. Biou,... de la “Légende rustique”, poème de M. Robinot-Bertrand	
Batteux, Charles (1713-1780)	128096	1	1746	Les Beaux Arts réduits à un même principe	
Baumal, Francis (1878-19..)	103348	0	1919	Genèse du Tartufe. Molière et les dévots	
Charpentier, Paul-Louis-Henri	5741719	5	1880	Une maladie morale : le mal du siècle // Fusains et eaux-fortes / par Théophile Gautier // Trois théâtres : Émile Augier, Alexandre Dumas fils, Victorien Sardou, par Léopold Lacour // Mémoires touchant la vie et les écrits de Marie de Rabutin-Chantal, dame de Bourbilly, marquise de Sévigné,.... 3, Mémoires touchant la vie et les écrits de Marie de Rabutin-Chantal, dame de Bourbilly, marquise de Sévigné : durant le ministère du Cardinal Mazarin et la jeunesse de Louis XIV / suivis de notes et d'éclaircissements, par M. le baron Walckenaer // Mes moulins (2e éd.) / par Émile Bergerat // Molière, sa femme et sa fille / par Arsène Houssaye,... // Bossuet orateur : études critiques sur les sermons de la jeunesse de Bossuet (1643-1662) (3e édition) / par E. Gandar,... // Goethe et Diderot // Études critiques sur l’histoire de la littérature française // Histoire universelle ; 4. Histoire des littératures étrangères considérées dans leurs rapports avec le développement de la littérature française. Littératures méridionales : Italie, Espagne / par J. Demogeot,... // Les deux masques : tragédie, comédie. VOL2 / par Paul de Saint-Victor... // Les Soirées parisiennes... / par un monsieur de l'orchestre // Histoire universelle ; 4. Histoire des littératures étrangères considérées dans leurs rapports avec le développement de la littérature française. Littératures septentrionales : Angleterre, Allemagne / par J. Demogeot,... // Notice sur Dulaure / par Edouard Fournier // Les deux masques : tragédie, comédie. VOL3 / par Paul de Saint-Victor... // La Comédie-française à Londres (1871-1879) : journal inédit / de E. Got. journal de F. Sarcey / publ. avec une introd. par Georges d'Heylli // Nouveaux samedis : 18e série / par A. de Pontmartin,... // Les mythes et les légendes de l'Inde et la Perse dans Aristophane, Platon, Aristote, Virgile, Ovide, Tite Live, Dante, Boccace, Arioste, Rabelais, Perrault, La Fontaine / par Eugène Lévêque // Les deux masques. Première série. I, Les antiques. Eschyle : tragédie-comédie. // Les œuvres et les hommes XXIII. Poésie et poètes // Nouveaux samedis : 19e série / par A. de Pontmartin,... // Promenades archéologiques : Rome et Pompéi / par Gaston Boissier,...	
Dupuy, Ernest (1849-1918)	5608503	4	1910	Alfred de Vigny : ses amitiés, son rôle littéraire. Les amitiés / Ernest Dupuy // Culture française en Russie (1700-1900)... // Essais de psychologie dramatique. Henry Becque, Paul Hervieu, Émile Fabre, Georges de Porto-Riche, Maurice Donnay, Jules Lemaître, Henri Lavedan, François de Curel, Brieux // Rousseau contre Molière // Epilogues. Réflexions sur la vie. 4. 1905-1907. 4e éd. / Remy de Gourmont // Apologie pour Fénelon / Henri Bremond // Oeuvre de Molière et sa fortune en Italie // Variations sur la vie et les livres : Mme de La Fayette ; la Vallée-aux-loups ; l'Épitaphe de Rabelais ; la Mort et l'amitié ; le Comédien ; Goethe et Shakespeare ; Voltaire et la tragédie / Jean Moréas // Saint-Georges de Bouhélier et le naturisme / par Andriès de Rosa... // Epilogues. Réflexions sur la vie. 3. 1902-1904. 7e éd. / Remy de Gourmont // Muses d’aujourd’hui. Essai de physiologie poétique // Epilogues. Réflexions sur la vie. 5. 1907-1910. 4e éd. / Remy de Gourmont // Le culte de l'incompétence (3e éd.) / par Emile Faguet,... // Victor-Marie, comte Hugo // Propos de théâtre // Propos littéraires. Cinquième série // Études littéraires : dix-huitième siècle // Epilogues. Réflexions sur la vie. 6. 1905-1912. 6e éd. / Remy de Gourmont // Epilogues. Réflexions sur la vie. 2. 1899-1901. 6e éd. / Remy de Gourmont // Alfred de Vigny : ses amitiés, son rôle littéraire. Le rôle littéraire / Ernest Dupuy // Epilogues. Réflexions sur la vie. 1. 1895-1898, 5e éd. / Remy de Gourmont	
Legouvé, Ernest (1807-1903)	1360220	0	1877	Conférences parisiennes // Volupté (9 édition revue et corrigée avec un appendice contenant les témoignages et jugements contemporains) / Sainte-Beuve,... // Lettre sur le roman intitulé “Justine, ou les Malheurs de la vertu” / par Charles Villers,... ; [introduction d'Auguste Poulet-Malassis] // La poésie en Perse : leçon d'ouverture faite au Collège de France, le 4 décembre 1876 / par C. Barbier de Meynard,... // Grimod de La Reynière et son groupe : d'après des documents entièrement inédits / par Gustave Desnoiresterres // Nouveaux samedis : 14e série / par A. de Pontmartin,... // Rabelais, la Renaissance et la Réforme / par Émile Gebhart,... // Les Soirées parisiennes... / par un monsieur de l'orchestre // Nouveaux samedis : 15e série / par A. de Pontmartin,... // Molière et Bossuet : réponse à M. Louis Veuillot / par M. Henri de Lapommeraye // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig	
Merlet, Gustave (1828-1891)	3286802	3	1876	Études littéraires sur les chefs-d'oeuvre des classiques français (XVIIe et XVIIIe siècles), par Gustave Merlet // Voyages d'un critique à travers la vie et les livres : l'Angleterre littéraire // Corneille inconnu / par Jules Levallois // La Troupe du Roman comique dévoilée et les comédiens de campagne au XVIIe siècle, par Henri Chardon,... // Oeuvres diverses. Série 1,Tome 7 / de Jules Janin ; publ. sous la dir. de M. Albert de La Fizelière... // Les jansénistes du XVIIe siècle : leur histoire et leur dernier historien, M. Sainte-Beuve / par M. l'abbé Fuzet,... // Nouveaux samedis : 13e série / par A. de Pontmartin,... // Du patriotisme littéraire // Du génie de Chateaubriand : discours d'ouverture prononcé à la Faculté des lettres de Clermont (cours de littérature française) / Emmanuel Des Essarts // Chroniques parisiennes (1843-1845) / par C.-A. Sainte-Beuve // Notice sur la vie et les Mémoires du duc de Saint-Simon ; par A. Chéruel // Oeuvres diverses. Série 1,Tome 3 / de Jules Janin ; publ. sous la dir. de M. Albert de La Fizelière... // Histoire de la littérature française sous le gouvernement de juillet, par M. Alfred Nettement. 2e édition.... Edition 3,Tome 1 // Les Ressuscités, par Charles Monselet... // Mémoires de la Société d'agriculture, sciences et arts du département de l'Aube // Oeuvres diverses. Série 1,Tome 6 / de Jules Janin ; publ. sous la dir. de M. Albert de La Fizelière... // Lamartine / par E. Legouvé... // Les Soirées parisiennes... / par un monsieur de l'orchestre // Deux épées brisées (Bertrand-Robert) ; par M. Ernest Legouvé,... // Histoire de la littérature française sous le gouvernement de juillet, par M. Alfred Nettement. 2e édition.... Edition 3,Tome 2 // Oeuvres de Philarète Chasles. L'antiquité // Essais de littérature et de morale. Tome 1 / par Saint-Marc Girardin,... // Oeuvres diverses. Série 1,Tome 8 / de Jules Janin ; publ. sous la dir. de M. Albert de La Fizelière... // L'art dans la poésie, poème en trois chants. [Précédé de] Observations critiques [sur le poème : “L'art de la poésie”] (4e éd. rev., augm. et précédée d'appréciations des meilleurs écrivains) / par B. Alciator ; par M. Beaumarchey,...	
Poinsinet, Antoine-Alexandre-Henri (1735-1769)	19751	0	1755	Lettre à un homme du vieux tems sur L'orphelin de la Chine , tragédie de M. de Voltaire, représentée pour la première fois le 20 août 1755 // Lettre à Madame de sur “l'Orphelin de La Chine”, tragédie nouvelle de M. de Voltaire	
Saint-Marc Girardin (1801-1873)	3915712	1	1875	Jean-Jacques Rousseau. Sa vie et ses ouvrages avec une introduction ; par M. Ernest Bersot,... (11 janvier 1875.) // Bidasari : poëme malais ; précédé des traditions poétiques de l'Orient et de l'Occident / Louis de Backer // Études slaves : voyages et littératures... / Louis Leger // Nouveaux samedis : 11e série / par A. de Pontmartin,... // Les origines de la France contemporaine. L’ancien régime // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Documents pour servir à la biographie de Balzac. Balzac au collège / Champfleury // Revue des Deux Mondes : articles // Documents pour servir à la biographie de Balzac. Balzac, sa méthode de travail / Champfleury // Théâtre de M. Sardou, conférence faite le 21 janvier 1875, à la salle des Capucines // Les Soirées parisiennes... / par un monsieur de l'orchestre // Premiers Lundis, tome troisième // Documents pour servir à la biographie de Balzac. Balzac propiétaire / Champfleury // Mémoires de la Société d'agriculture, sciences et arts du département de l'Aube // La psychologie sociale des nouveaux peuples / oeuvre posthume de P. Chasles ; [préf. de Clotilde Schultz] // Nouveaux samedis : 12e série / par A. de Pontmartin,... // Mémoires touchant la vie et les écrits de Marie de Rabutin-Chantal, dame de Bourbilly, marquise de Sévigné,.... 4, Mémoires touchant la vie et les écrits de Marie de Rabutin-Chantal, dame de Bourbilly, marquise de Sévigné : durant la guerre de Louis XIV contre la Hollande / suivis de notes et d'éclaircissements, par M. le baron Walckenaer // La musique française au XVIIIe siècle : Gluck et Piccini, 1774-1800 (2e éd.) / par Gustave Desnoiresterres	
Boullier, David-Renaud (1699-1759)	95139	0	1754	Lettres critiques sur les lettres philosophiques de Mr. de Voltaire ... corrections, additions et supplément aux Lettres critiques... // Observations sur les oeuvres poétiques de M. de Caux de Cappeval ,... par M. le chevalier de . Avec une lettre du véritable auteur du “Siècle littéraire”, à M. le chevalier de	
Boucher de La Richarderie, Gilles (1733-1810)	71718	0	1753	Discours sur l'utilité des lettres / par M. l'abbé B. de L. R. (Boucher de La Richarderie) // Le petit prophète de Boehmischbroda. Le correcteur des bouffons. La guerre de l'Opéra	
Sainte-Beuve, Charles-Augustin (1804-1869)	3244872	1	1874	Premiers Lundis, tome deuxième // Le duc de Saint-Simon, son cabinet et l'historique de ses manuscrits / d'après des documents authentiques et entièrement inédits, par Armand Baschet // Portraits contemporains : littérateurs, peintres, sculpteurs, artistes dramatiques // Nouveaux samedis : 10e série / par A. de Pontmartin,... // Les prédécesseurs de Milton : discours d'ouverture prononcé à la Faculté des lettres de Clermont (cours de littérature étrangère) / Emmanuel Des Essarts // La Littérature française au dix-huitième siècle, par Paul Albert,... // La seconde interdiction de Tartuffe : avec la lettre sur la comédie de l'Imposteur, 1667 / Édouard Thierry // Faculté des lettres de Clermont. Leçon d'ouverture du cours de littérature française, par M. Ch. Hanriot,... Introduction à l'étude du théâtre de Molière // Les quatre grands historiens latins ; suivis de Vingt-deux mois de la vie de Mirabeau / par D. Nisard,... // Le Théâtre moral, causerie par M. Paul Féval à la séance d'ouverture de la Société pour l'amélioration du théâtre en France, le 28 avril 1874 // La Prose. Études sur les chefs-d'oeuvre des prosateurs de tous les temps et de tous les pays, par Paul Albert,... 2e édition // Premiers Lundis, tome premier // Histoire du Romantisme	
Pontmartin, Armand de (1811-1890)	2103271	1	1873	Nouveaux samedis : 9e série / par A. de Pontmartin,... // Précis d'histoire de la langue française : depuis son origine jusqu'à nos jours (2e édition revue et augmentée de textes anciens, avec traduction et commentaire) / par A. Pellissier,... // Aventures de Télémaque ; suivies des Aventures d'Aristoniis / par Fénelon ; deux notices par M. Poujoulat... ; gravures... par V. Foulquier // Poésies de Mme Desbordes-Valmore. [précédées des articles] (2e édition) / publiées par Gustave Revilliod ; [de Sainte-Beuve, Émile Montégut et Caroline Olivier] // Impressions et souvenirs / par George Sand // Etudes sur les moralistes français, suivies de quelques réflexions sur divers sujets ; par M. Prévost-Paradol // Histoire du début d'Alexandre Dumas fils au théâtre, ou les Tribulations de “la Dame aux camélias” / par Henri de Lapommeraye // Portraits contemporains et questions actuelles / Léon Gautier // Molière, sa vie et ses oeuvres / par Jules Claretie // Dramaturgie de Hambourg (2e édition) / par E. G. Lessing ; traduction de M. Ed. de Suckau, revue et annotée par M. L. Crouslé ; avec une introduction par M. Alfred Mézières,... // Etudes sur les tragiques grecs. 3. Eschyle / par M. Patin,... // La Tragédie et le drame, essai de critique littéraire sur les classiques de la tragédie grecque et de la tragédie française, par Jules Wilmart,... Thèse présentée à la Faculté de philosophie et lettres de l'Université de Bruxelles // Études de littérature et d'art : études sur l'Allemagne : lettres sur le salon de 1872 / par Victor Cherbuliez // Nouveaux samedis : 8e série / par A. de Pontmartin,... // Théâtre-femme, causerie à propos de l'École des femmes. (Théâtre de la Gaîté, 26 janvier 1873.) // Marguerite de Surville, sa vie, ses oeuvres, ses descendants devant la critique moderne / par Eugène Villedieu,...	
Grimm, Friedrich Melchior (1723-1807)	100646	0	1752	Lettre de M. Grimm sur Omphale, tragédie lyrique, reprise par l'Académie royale de musique le 14 janvier 1752 // Lettre de M. Racine, fils, à M. M . Réponse de M. M à M. Racine, fils, après la première représentation des Héraclides // Essai sur la comédie moderne, où l'on réfute les nouvelles observations de M. Fagan, au sujet des condamnations prononcées contre les comédiens. Suivis d'une histoire abrégée des ouvrages qui ont paru pour et contre la comédie depuis le 17e siècle. Par Monsieur M. L. J. D. B.	
Vacquerie, Auguste (1819-1895)	2902553	7	1872	Mes premières années de Paris / Auguste Vacquerie // Mélanges posthumes d'Adam Mickiewicz. T. II. 1. Légendes lithuaniennes : Zywila, Korylla. 2. Ce que femme préfère (proverbe). 3. Notices littéraires : Dépouillement des bibliothèques et musées de Pologne, La mort de Garczynski, Coup d'oeil sur les Dziady et Fragment de la 1re partie. 4. Apologétique du romantisme. De la poésie romantique. Réponse aux critiques de Varsovie / publiés avec introduction, préfaces et notes par Ladislas Mickiewicz // Sainte-Beuve : l'oeuvre du poète, la méthode du critique, l'homme public, l'homme privé / par Jules Levallois // Les problèmes du XIXe siècle : la politique, la littérature, la science, la philosophie, la religion // Montesquieu, bibliographie de ses oeuvres, par M. Louis Vian // Les Artistes, juges et parties, causeries parisiennes, par Paul Stapfer // Chateaubriand et son groupe littéraire sous l'empire : cours professé à Liége en 1848-1849. Tome 2 / par C.-A. Sainte-Beuve,... // Dialogues des vivants et des morts / par Edmond Biré ; préf. par Armand de Pontmartin // Chateaubriand et son groupe littéraire sous l'empire : cours professé à Liége en 1848-1849. Tome 1 / par C.-A. Sainte-Beuve,... // Théâtre classique : contenant le Cid, Horace, Cinna, Polyeucte, de P. Corneille, Britannicus, Esther, Athalie, de Racine, Le misanthrope, de Molière, et les principales scènes de Mérope, de Voltaire (Nouvelle édition contenant des notes historiques, grammaticales et littéraires, l'analyse des pièces toutes les préfaces des auteurs, et des appréciations littéraires et analytiques empruntées aux meilleurs critiques) / par MM. Aderer, Aulard, Gidel, Henry et Jonette,... // Le Cardinal de Retz : son génie et ses écrits (3e édition) / par Marius Topin // Origines de la poésie lyrique en France, au XVIe siècle, discours d'ouverture prononcé à la Faculté des lettres de Dijon. (Cours de littérature française.) // Les étapes d'un réfractaire : Jules Vallès / par Jean Richepin ; avec une eau-forte par André Gill	
Lambert, Claude-François (1705-1765)	1088936	0	1751	Histoire littéraire du règne de Louis XIV. Tome 2 / . Dédiée au roy. Par M. l'abbé Lambert // Histoire littéraire du règne de Louis XIV. Tome 1 / . Dédiée au roy. Par M. l'abbé Lambert // Histoire littéraire du règne de Louis XIV. Tome 3 / . Dédiée au roy. Par M. l'abbé Lambert	
Anonyme	190756	0	1871	De la décadence du théâtre et des moyens de le régénérer // Histoire de la littérature romaine. Tome 1 / par Paul Albert,... // Histoire de la littérature romaine. Tome 2 / par Paul Albert,...	
Ampère, Jean-Jacques (1800-1864)	4393911	4	1870	Histoire littéraire de la France avant Charlemagne. Edition 3,Tome 2 / par J.-J. Ampère,... ; (publ. par Ch. Daremberg ; avec une étude sur J.-J. Ampère par Albert de Broglie) // La science et la conscience // De l'origine du théâtre à Paris / par Paul Milliet // Histoire littéraire de la France avant Charlemagne. Edition 3 / par J.-J. Ampère,... ; (publ. par Ch. Daremberg ; avec une étude sur J.-J. Ampère par Albert de Broglie) // Nouveaux samedis : 7e série / par A. de Pontmartin,... // Étude sur les Essais de Montaigne / par Alphonse Leveaux // Du rondeau, du triolet, du sonnet / par Paul Gaudin // Laurence Sterne, étude biographique et littéraire précédée d'un fragment inédit de Sterne, thèse pour le doctorat présentée... par Paul Stapfer,... // Nouveaux Lundis, tome douzième // De l’intelligence. Deuxième partie : Les diverses sortes de connaissances // De l’intelligence. Première partie : Les éléments de la connaissance // Nouveaux Lundis, tome treizième	
Beaunier, André (1869-1925)	795629	4	1918	La jeunesse de Joseph Joubert / André Beaunier // La forêt des cippes : essais de critique.. : avec un portrait de l'auteur. Le prince de Ligne / Pierre Gilbert ; avertissement et notes par son ami E. M [Eugène Marsan] // Frédéric Mistral : poète, moraliste, citoyen... / Pierre Lasserre // La forêt des cippes : essais de critique.. : avec un portrait de l'auteur. Théâtre classique : Corneille ; Racine ; Molière ; Marivaux ; Jean Moréas / Pierre Gilbert ; avertissement et notes par son ami E. M [Eugène Marsan] // La médecine dans notre théâtre comique, depuis ses origines jusqu'au XVIe siècle... / Dr M. Boutarel // Baudelaire et la religion du dandysme / par Ernest Raynaud	
Estève, Edmond (1868-1928)	1133530	2	1917	Paul Hervieu, conteur, moraliste et dramaturge : essai de critique littéraire / Edmond Estève,... // Ecrits sur le théâtre / Henry Bataille // Figures d'autrefois : pèlerins de Venise, humanistes dévots, Jean de La Fontaine, un financier sous la monarchie, le frère de Diderot, Adélaïde Dufrenoy, les tribulations de M. de Murville, Némorin qui chante la “Carmagnole”, un conventionnel en mission, la comtesse d'Albany, trois amis de Mme de Staël, les costumes de M. de Chateaubriand / André Beaunier // Dramaturgie de Paris // Les diverses familles spirituelles de la France // Histoire de la langue française, des origines à 1900. 5, Le français en France et hors de France au XVIIe siècle / Ferdinand Brunot,... // Les livres et les hommes (1916-1917) / Laurent Tailhade	
Bremond, Henri (1865-1933)	4377626	0	1916	Histoire littéraire du sentiment religieux en France : depuis la fin des guerres de religion jusqu'à nos jours. Volume 3 / par Henri Brémond... ; index alphabétique et analytique par Charles Grolleau // Têtes couronnées / Robert de Montesquiou // Histoire littéraire du sentiment religieux en France : depuis la fin des guerres de religion jusqu'à nos jours. Volume 1 / par Henri Brémond... ; index alphabétique et analytique par Charles Grolleau // Histoire littéraire du sentiment religieux en France : depuis la fin des guerres de religion jusqu'à nos jours. Volume 12 / par Henri Brémond... ; index alphabétique et analytique par Charles Grolleau // Histoire littéraire du sentiment religieux en France : depuis la fin des guerres de religion jusqu'à nos jours. Volume 5 / par Henri Brémond... ; index alphabétique et analytique par Charles Grolleau // Histoire littéraire du sentiment religieux en France : depuis la fin des guerres de religion jusqu'à nos jours. Volume 4 / par Henri Brémond... ; index alphabétique et analytique par Charles Grolleau // Histoire littéraire du sentiment religieux en France : depuis la fin des guerres de religion jusqu'à nos jours. Volume 9 / par Henri Brémond... ; index alphabétique et analytique par Charles Grolleau // Histoire littéraire du sentiment religieux en France : depuis la fin des guerres de religion jusqu'à nos jours. Volume 7 / par Henri Brémond... ; index alphabétique et analytique par Charles Grolleau // Histoire littéraire du sentiment religieux en France : depuis la fin des guerres de religion jusqu'à nos jours. Volume 10 / par Henri Brémond... ; index alphabétique et analytique par Charles Grolleau // La littérature et la guerre / Paul Adam // Histoire littéraire du sentiment religieux en France : depuis la fin des guerres de religion jusqu'à nos jours. Volume 6 / par Henri Brémond... ; index alphabétique et analytique par Charles Grolleau // Lamartine orateur / Louis Barthou // Les idées et les hommes // Histoire littéraire du sentiment religieux en France : depuis la fin des guerres de religion jusqu'à nos jours. Volume 2 / par Henri Brémond... ; index alphabétique et analytique par Charles Grolleau // Histoire littéraire du sentiment religieux en France : depuis la fin des guerres de religion jusqu'à nos jours. Volume 11 / par Henri Brémond... ; index alphabétique et analytique par Charles Grolleau // Histoire littéraire du sentiment religieux en France : depuis la fin des guerres de religion jusqu'à nos jours. Volume 8 / par Henri Brémond... ; index alphabétique et analytique par Charles Grolleau	
Beaunier, André (1869-1925)	736962	0	1915	Les idées et les hommes // La Belgique littéraire (6, 6e édition) / Remy de Gourmont	
Vielé-Griffin, Francis (1864-1937)	4740164	0	1914	Voix d'Ionie ; précédées de quelques poèmes (2e édition) / Francis Vielé-Griffin // Enquête : L’Académie française // La comédie humaine dans Saint-Simon : Conférence... / par M. René Doumic,... // Histoire littéraire de la France. 34-37, Suite du quatorzième siècle. Tome 34 / ouvrage commencé par des religieux bénédictins de la Congrégation de Saint-Maur et continué par des membres de l'Institut (Académie des Inscriptions et Belles-Lettres) // L’évolution des genres dans l’histoire de la littérature : leçons professées à l’Ecole normale supérieure. 1914. // Note sur M. Bergson et la philosophie bergsonienne // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Esquisse d'histoire de la littérature française / par G. Vapereau,... // Histoire littéraire de la France. 34-37, Suite du quatorzième siècle. Tome 35 / ouvrage commencé par des religieux bénédictins de la Congrégation de Saint-Maur et continué par des membres de l'Institut (Académie des Inscriptions et Belles-Lettres) // À travers Shakespeare : conférences faites à l'Université des Annales / Jean Richepin,... // Note conjointe sur M. Descartes et la philosophie cartésienne // Boulevard et coulisses // Une année de critique // Shakespeare et la superstition shakespearienne // Bibliothèque stendhalienne (Appendice aux Oeuvres complètes). II / publiée sous la direction [de Paul Arbelet et] d'Édouard Champion // Enquête : Les prix littéraires // En lisant Molière : l’homme et son temps, l’écrivain et son œuvre // Sur les grands chemins de la poésie classique : Ronsard, Corneille, La Fontaine, Racine, Boileau / André Bellessort	
Frary, Léon	3939004	1	1913	Selon Balzac : le coeur humain / Léon Frary... // Le théâtre / Alfred Capus // La pensée de Paul Bourget / Vte Joseph de Bonne // Le bovarysme // Le théâtre sous la Terreur (Théâtre de la peur), 1793-1794... / par Paul d'Estrée... // Poètes et critique // Giacomo Leopardi // Préférences : Charles Guérin, Rémy de Gourmont, Stéphane Mallarmé, Jules Laforgue, Paul Verlaine (2e éd.) / Paul Escoube // Petite ville , paysages // Discours sur la langue française (Académie française, prix d'éloquence, 1912) // La Fontaine // Essai sur la littérature merveilleuse des noirs ; suivi de Contes indigènes de l’Ouest-Africain français // Les livres du temps. 3e série. 5e éd. - 1930 / Paul Souday // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Les idées et les hommes // Le mouvement littéraire belge d’expression française depuis 1880 // Les antinomies entre l’individu et la société	
La Font de Saint-Yenne, Étienne (1688-1771)	118013	0	1759	Lettre a M. Gresset, de l'Académie françoise, au sujet de celle qu'il a publiée sur la comédie // L.-H. Dancourt, arlequin de Berlin, à M. J.-J. Rousseau, citoyen de Genève // Salon de 1759 // Lettre de M. Gresset, l'un des quarante de l'Académie françoise, à M.  sur la comédie	
Ronsard, Pierre de (1524-1585)	2401121	1	1879	Oeuvres choisies / de P. de Ronsard ; avec notice, notes et commentaires par C.-A. Sainte-Beuve ; Nouvelle édition, revue et augmentée par M. Louis Moland // À propos de “l’Assommoir” // Histoire des littératures étrangères... depuis leurs origines jusqu'en 1850. Littératures scandinave, allemande, hollandaise / par Eugène Hallberg,... // Histoire du théâtre en France, des origines au Cid (1398-1636). T. 1 / par Benjamin Pifteau et Julien Goujon,... // Nouveaux samedis : 17e série / par A. de Pontmartin,... // Souvenirs de la vie littéraire : portraits intimes / par Edmond Werdet,... Maurice Alhoy, Godefroy Cavaignac, Honoré de Balzac, Léon Gozlan, Jules Sandeau // Le rocher de Sisyphe : la vie, la nature, la fantaisie / par Charles de Lovenjoul // La neuvaine de Cythère / par Marmontel,... ; avec notice par M. Charles Monselet // Histoire du théâtre en France, des origines au Cid (1398-1636). T. 2 / par Benjamin Pifteau et Julien Goujon,... // Étude sur Henri Regnault / par A. Angellier,... // Les études relatives à la littérature française du Moyen âge depuis 1867 / par M. Marius Sepet,... // Histoire des littératures étrangères... depuis leurs origines jusqu'en 1850. Littératures anglaise, slave / par Eugène Hallberg,... // Un conseiller dramatique : M. J.-F. Mahérault / par Ernest Legouvé,... // L’esthétique naturaliste // L'Église et les philosophes au XVIIIe siècle... / P. Lanfrey ; avec une notice biographique par M. de Pressensé // Un trouvère allemand : étude sur Walther von der Vogelweide / par A. Lange,... // Lettres de Jean-François Ducis (Ed. nouv...) / éd. nouvelle contenant un grand nombre de lettres inédites, précédée d'une notice bibliographique et d'un essai sur Ducis, par M. Paul Albert,... // Histoire de Montesquieu d'après des documents nouveaux et inédits (2e édition revue et augmentée) / par Louis Vian,... ; précédée d'une préface de M. Éd. Laboulaye,...	
Séché, Léon (1848-1914)	4212109	11	1912	Etudes d'histoire romantique. Le cénacle de Joseph Delorme : 1827-1830. Victor Hugo et les artistes / Léon Séché // Enquête sur le théâtre et le livre // Le vrai J.- K. Huysmans,... / Gustave Coquiot ; avec un portrait... par J.-F. Raffaëlli. lettre-préface de 1896 à G. Coquiot / J.-K- Huysmans // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Villiers de l'Isle-Adam : 32 portraits et documents / Fernand Clerget // Le théâtre d'Ibsen / W. Berteval,... ; préf. du comte Prozor // Chateaubriand // Les strophes, étude historique et critique sur les formes dela poésie lyrique en France depuis la Renaissance : avec une bibliographie chronologique et un répertoire général / Ph. Martinon // Ostrovski et son théâtre de moeurs russes / J. Patouillet,... // Les images dans Rabelais / par Pierre de La Juillière // Ce que disent les livres / É. Faguet,... // Pages de Critique et de Doctrine // L’Art de lire // La lumière de Grèce : Pindare ; Sapho ; la Légende ailée de Bellérophon Hippalide / Francis Vielé-Griffin // Ce que je peux dire ; La dame aux violettes ; Salons d'hier et d'aujourd'hui ; La comtesse de Loynes ; Vers la mort / Arthur Meyer // L'oeuvre de Choudart-Desforges : mémoires du poète libertin, 1798 / introduction, essai bibliographique par B. de Villeneuve... // Bataille romantique	
