Auteur	Total De Tokens	Occurrences du Mot	Date	Titre	
Des Guerrois, Charles (1817-1916)	2725448.0	171.0	1920	Vie et les lettres d'Olivier Goldsmith // La mêlée symboliste : portraits et souvenirs. I. 1870-1890 / Ernest Raynaud // Lucien ou De la décadence // Essais de psychologie contemporaine [I] // L'âme américaine à travers quelques-uns de ses interprètes : douze conférences, 1918-1919 / Jean Richepin,... // Action – n°4 (juillet 1920), Extraits // Impressions de théâtre // Action – n°3 (avril 1920), Extraits // Les chapelles littéraires : Claudel, Jammes, Péguy / Pierre Lasserre // Essais de psychologie contemporaine [II] // La tradition de poésie scientifique / René Ghil // La mêlée symboliste : portraits et souvenirs. II. 1890-1900 / Ernest Raynaud // Action – n°2 (mars 1920) // La mêlée symboliste : portraits et souvenirs. III. 1900-1910 / Ernest Raynaud // Enquête : Pourquoi aucun des grands poètes de langue française n’est-il du Midi ?	
Collectif	7378505.0	602.0	1886	Revue wagnérienne (tome I) // Histoire de la critique littéraire en France / par Henri Carton // Quelques écrivains français : Flaubert, Zola, Hugo, Goncourt, Huysmans, etc. // Le Symboliste : journal hebdomadaire paraissant le jeudi / réd. Jean Moréas ; dir. Gustave Kahn // Les contemporains : études et portraits littéraires (deuxième série) // Le Naturalisme // Portraits de femmes (Nouvelle édition, revue et corrigée) / par C.-A. Sainte-Beuve // Anciens et modernes / par Paul de Saint-Victor ; [publié par Alidor Delzant] // Le théâtre espagnol contemporain / par D. A. Cánovas del Castillo ; traduit avec autorisation de l'auteur par J.-G. Magnabal,... // Vie et aventures du sieur Caliban, 1884-85 (décadence française) / Emile Bergerat // La vie parisienne / par Parisis (Emile Blavet) ; [préface par Aurélien Scholl] // Cours de littérature dramatique ou De l'usage des passions dans le drame. T. 4 / Saint-Marc Girardin // Histoire des femmes écrivains de la France / par Henri Carton,... // Cours de littérature dramatique ou De l'usage des passions dans le drame. T. 3 / Saint-Marc Girardin // Concours littéraires : rapports annuels 1875-1885 / par Camille Doucet,... // Ours et fours : théâtre en chambre : préfaces et études dramatiques. [Volume 1] / Émile Bergerat // Le roman russe // Nouvelle histoire de la littérature française pendant la Révolution et le premier Empire / par M. Victor Jeanroy-Félix // Les chinois peints par eux-mêmes. Le théâtre des Chinois : étude de moeurs comparées (2e édition) / par le général Tcheng-Ki-Tong // Les contemporains : études et portraits littéraires (première série) // La comédie de l'apôtre / par Champfleury // Henri Frédéric Amiel : étude biographique / par Berthe Vadier // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Corneille (Nouvelle édition) / par Émile Faguet,... // De Jean-Baptiste Rousseau à André Chénier : études littéraires et morales sur le XVIIIe siècle / Victor Fournel // Pages retrouvées / Edmond et Jules de Goncourt ; préf. de Gustave Geffroy // Histoire de la poésie liturgique au moyen âge : les tropes / par Léon Gautier,... // Répertoire du théâtre comique en France au moyen âge : histoire du théâtre en France / par L. Petit de Julleville,... // Ours et fours : théâtre en chambre : préfaces et études dramatiques. [Volume 2] / Émile Bergerat // Le théâtre français sous Louis XIV (3e édition) / par Eugène Despois // La décadence latine. I, Le vice suprême / Joséphin Péladan ; préface de J. Barbey d'Aurevilly ; frontispice à l'eau-forte de Félicien Rops	
Bailly, Jean Sylvain (1736-1793)	5899482.0	36.0	1765	Éloge de Molière / (Par Jean-Sylvain Bailly) // Articles de l’Encyclopédie // Lettre écrite de Paris à un ami à Bordeaux, sur le siège de Calais, tragédie de M. de Belloy // Articles de l’Encyclopédie // Articles de l’Encyclopédie // Lettres sur l'état présent de nos spectacles, avec des vues nouvelles sur chacun d'eux, particulièrement sur la Comédie Françoise et l'Opéra // Articles de l’Encyclopédie // Articles de l’Encyclopédie // Essais sur la peinture pour faire suite au salon de 1765	
Souriau, Maurice (1856-195.?)	6292475.0	323.0	1885	De la convention dans la tragédie classique et dans le drame romantique / par Maurice Souriau,... // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Histoire littéraire de la France,.... 29-33, Suite du quatorzième siècle. Tome 31 / ouvrage commencé par des religieux de la Congrégation de Saint-Maur et continué par des membres de l'Institut (Académie des Inscriptions et Belles-Lettres) // Mes études et mes souvenirs : Alexandre Dumas sa vie, son temps, ses oeuvres / par H. Blaze de Bury // La comédie satirique au XVIIIe siècle : histoire de la société française par l'allusion, la personalité et la satire au théâtre : Louis XV - Louis XVI - la révolution / Gustave Desnoiresterres // Les étapes d’un naturaliste : impressions et critiques // Petits mémoires d'une stalle d'orchestre : acteurs, actrices, auteurs, journalistes / Philibert Audebrand // Portraits du grand siècle / par Ch. Livet // Les Soirées parisiennes... / par un monsieur de l'orchestre // Almanach de Victor Hugo / par Louis Ulbach... // Les orateurs de la Législative et de la Convention : l'éloquence parlementaire pendant la Révolution française. Tome 2 / par F.-A. Aulard,... // Histoire littéraire de la France,.... 29-33, Suite du quatorzième siècle. Tome 33 / ouvrage commencé par des religieux de la Congrégation de Saint-Maur et continué par des membres de l'Institut (Académie des Inscriptions et Belles-Lettres) // La Vie parisienne : la ville et le théâtre : 1884 [à 1889] / par Parisis (Emile Blavet) // Lettres chimériques : petites études / Théodore de Banville ; avec un dessin de Georges Rochegrosse // Histoire du livre depuis ses origines jusqu'à nos jours (3e édition) / par E. Egger,... // Le Romantisme des classiques // Les orateurs de la Législative et de la Convention : l'éloquence parlementaire pendant la Révolution française. Tome 1 / par F.-A. Aulard,... // Les œuvres et les hommes : VI. Les critiques, ou les juges jugés // La grande encyclopédie : inventaire raisonné des sciences, des lettres et des arts. Tome 13 / par une société de savants et de gens de lettres ; sous la dir. de MM. Berthelot,... Hartwig Derenbourg,... F.-Camille Dreyfus,... A. Giry,... [et al.]	
Vernes, Jacob (1728-1791)	78196.0	0.0	1764	Lettres sur le christianisme de M. J.-J. Rousseau, adressées à M. I. L., par Jacob Vernes,... // Sur le sort de la poésie en ce siècle philosophe / par M. Chabanon,...	
Boissier, Gaston (1823-1908)	3442680.0	138.0	1884	Deuxième centenaire de Pierre Corneille célébré à Rouen, le 12 octobre 1884 / [discours de M. Gaston Boissier et Stances à Pierre Corneille par M. Sully Prudhomme] ; Institut de France, Académie française // La légende du Parnasse contemporain // Revue des Deux Mondes : articles // Études sur la fin du XVIIIe siècle : la comtesse de Beaumont, Pauline de Montmorin / par A. Bardoux // Discours académiques et universitaires (1852-1868) / par M. D. Nisard,... // L’art de la mise en scene : essai d’esthétique théâtrale // Les problèmes de l’esthétique contemporaine // Oeuvres poétiques de André Chénier. Tome 2 / précédées de la vie d'André Chénier... annotées par M. Louis Moland, avec les études de Sainte-Beuve... les mélanges littéraires, la correspondance et une notice bibliographique // Les Ennemis de Racine au XVIIe siècle , par F. Deltour,... // Les œuvres et les hommes XXV. Philosophes et écrivains religieux et politiques // Racine. T. 2 / par Emile Deschanel // Histoire de la littérature moderne. La Renaissance, de Dante à Luther / par Marc-Monnier // L'évolution naturaliste... / Louis Desprez // L'Amour chez Alphonse Daudet : essai / Antoine Albalat // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Racine. T. 1 / par Emile Deschanel // Histoire de la littérature moderne. La Réforme, de Luther à Shakespeare / par Marc-Monnier	
Diderot, Denis (1713-1784)	148481.0	0.0	1763	Salon de 1763	
Stapfer, Paul (1840-1917)	3996005.0	192.0	1883	Shakespeare et l'antiquité... Les tragédies romaines de Shakespeare, par Paul Stapfer,... // Les Ecrivains politiques en France avant la Révolution , par Georges Pélissier,... // La flore pornographique : glossaire de l'Ecole naturaliste, extrait des oeuvres de M. Émile Zola et de ses disciples / Ambroise Macrobe ; illustrations par Paul Lisson // La Tragédie française au XVIe siècle, 1550-1600 / par Emile Faguet,... // Histoire des doctrines littéraires et esthétiques en Allemagne. Lessing / par Émile Grucker,... // Fables de La Fontaine (Nouvelle édition, avec des notes littéraires et grammaticales, une vie de l'auteur et une notice sur la fable et les principaux fabulistes) // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Nos morts contemporains / par Emile Montégut... // Petites études. Paris vécu : feuilles volantes / Théodore de Banville ; avec un dessin de Georges Rochegrosse // De la récente admiration des français pour Dante : réponse au discours de réception de M. l'abbé Vacandard / par M. Ch. de Beaurepaire,... ; Académie des sciences, belles-lettres et arts de Rouen // Histoire des doctrines littéraires et esthétiques en Allemagne. Opitz, Leibniz, Gottsched. Les Suisses / par Émile Grucker,... // Les ridicules du temps / J. Barbey d'Aurevilly // Silhouettes parisiennes / par Mme Olympe Audouard // Oeuvres posthumes de Auguste Barbier,.... T. 3 / rev. et mises en ordre par MM. A. Lacaussade et E. Grenier // Oeuvres posthumes de Auguste Barbier,.... T. 4 / rev. et mises en ordre par MM. A. Lacaussade et E. Grenier // Le roman naturaliste // La Vie et les oeuvres de Du Bartas, thèse présentée à la Faculté des lettres de Paris, par Georges Pellissier,... // Essais sur la littérature anglaise, par Émile Montégut // Les Soirées parisiennes... / par un monsieur de l'orchestre	
Barral, Pierre (170.-1772)	36306.0	1.0	1762	Lettre à M	
Société académique de l'Aube	3595080.0	76.0	1882	Mémoires de la Société d'agriculture, sciences et arts du département de l'Aube // Paulin Paris et la littérature française au moyen âge : leçon d'ouverture du cours de langue et littérature française du moyen âge au Collège de France, le... 8 décembre 1881 / par M. Gaston Paris,... // Les Soirées parisiennes... / par un monsieur de l'orchestre // Essais de critique et d’histoire (4e éd.) // Essai littéraire et biographique sur Luiz de Camoëns : sa vie et ses oeuvres / par Henri de Lunaret // Le théâtre de la cour à Compiègne pendant le règne de Napoléon III / Alphonse Leveaux // La Fontaine et la philosophie naturelle / par A. Coutance,... // Les Chroniques de l'homme masqué (2e édition) / [par É. Bergerat ; avec une préface de Jules Vallès] // Confession de Sainte-Beuve (7e éd.) / Louis Nicolardot // Hommes et dieux : études d’histoire et de littérature // Un poète philosophe : Sully-Prudhomme / par C. Coquelin,... // Mes plagiats ! : réplique à Mario Uchard / Victorien Sardou,... // Études critiques sur l’histoire de la littérature française // La comédie de Dancourt, 1685-1714 : étude historique et anecdotique / par Ch. Barthélemy // Ouvrage posthume. La Tribune moderne en France et en Angleterre. Seconde partie...	
Diderot, Denis (1713-1784)	453224.0	15.0	1761	Salon de 1761 // Querelles littéraires, ou Mémoires pour servir à l'histoire des révolutions de la république des lettres, depuis Homère jusqu'à nos jours. Tome 3 / Tome premier [-quatrième]. // Querelles littéraires, ou Mémoires pour servir à l'histoire des révolutions de la république des lettres, depuis Homère jusqu'à nos jours. Tome 1 / Tome premier [-quatrième]. // Querelles littéraires, ou Mémoires pour servir à l'histoire des révolutions de la république des lettres, depuis Homère jusqu'à nos jours. Tome 2 / Tome premier [-quatrième].	
Zola, Émile (1840-1902)	4214665.0	382.0	1881	Le roman expérimental // Caldéron : revue critique des travaux d'érudition publiés en Espagne à l'occasion du second centenaire de la mort du poète ; suivie de documents relatifs à l'ancien théâtre espagnol / par Alfred Morel-Fatio,... // Pensées et fragments ; suivis des Révolutions du goût / X. Doudan // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Poètes et artistes de l'Italie // Études sur la littérature française moderne et contemporaine // La psychologie anglaise contemporaine // Lettres critiques sur la vie, les oeuvres, les manuscrits d'André Chénier / par L. Becq-de Fouquières // Les œuvres et les hommes XXIV. Voyageurs et romanciers // Nos théâtres de 1800 à 1880 : la tragédie, le drame, la comédie, l'opéra français, l'opéra italien, l'opéra comique, le vaudeville, les ballets, l'opérette, la féerie, les revues, la parodie, la pantomime / Alphonse Leveaux // Le naturalisme au théatre // Les Soirées parisiennes... / par un monsieur de l'orchestre // Deburau : histoire du théâtre à quatre sous... / Jules Janin ; avec une préf. par Arsène Houssaye // Étude sur Molière : le Mariage forcé ; les Fourberies de Scapin // Un poète du foyer, Eugène Manuel, par C. Coquelin,... // Mémoires de l'Académie nationale des sciences, arts et belles-lettres de Caen // Littérature orale de la Haute-Bretagne / par Paul Sébillot // Variétés morales et littéraires, par Paul Stapfer,...	
Anonyme	11532.0	0.0	1760	La vengeance de Thalie : poëme critique de la pièce des “philosophes”	
Ménégault, A.-P.-F. (1770?-1830?)	692268.0	3.0	1808	Annales dramatiques, ou Dictionnaire général des théâtres. Tome 8 / ... par une société de gens de lettres [Babault, A.-P.-F. Ménégault et autres] // Éloge de P. Corneille, discours... par L.-S. Auger // Annales dramatiques, ou Dictionnaire général des théâtres. Tome 1 / ... par une société de gens de lettres [Babault, A.-P.-F. Ménégault et autres] // Annales dramatiques, ou Dictionnaire général des théâtres. Tome 7 / ... par une société de gens de lettres [Babault, A.-P.-F. Ménégault et autres]	
Souday, Paul (1869-1929)	2556529.0	172.0	1929	Bossuet // Sagesse et Paul Verlaine : avec un index de tous les noms cités / Raymond Clauzel // Faust en France et autres études / Pierre Lasserre // Réflexions sur Stendhal / René Boylesve // “Le Cid” de Corneille / Henry Lyonnet // Dialogues critiques // Les livres du Temps // Bohème romantique : documents inédits / Jules Marsan ; [dessins d'Aloysius Bertrand] // Société des grands esprits // L'art poétique de Boileau / Antoine Albalat // Amiel ou la Part du rêve // Jean Moréas et les “Stances” / Ernest Raynaud // Les troubadours et les Bretons / par Joseph Anglade,... // Le Misanthrope de Molière : étude et analyse / par René Doumic, de l'Académie française // Critique et conférences (Œuvres posthumes III) // Le Roman de la rose / Louis Thuasne	
Gillet, Louis (1876-1943)	1402537.0	66.0	1928	Amitiés littéraires. La Chronique, de Maurice Barrès, Jérôme et Jean Tharaud, Charles Péguy et les Frères Tharaud, André Bellessort, Emile Male, Louis Madelin, Mgr Baudrillart // Le mariage de Figaro / Félix Gaiffe // Quelques témoignages // Ursule Mirouet. Étude et Commentaires de l'abbé Bethléem. Illustrations de Malo Renault // Les romantiques à l'Académie ; suivi des Discours de réception de MM. de Lamartine, Charles Nodier, Victor Hugo, Sainte-Beuve, Alfred de Vigny, Alfred de Musset ; et des Réponses de MM. le baron Cuvier, de Jouy, de Salvandy, Victor Hugo, le comte Molé, Nizard / Paul Souday // Les droits de l’écrivain dans la société contemporaine // Schopenhauer et ses disciples : d'après ses conversations et sa correspondance / A. Bossert // Quelques témoignages : hommes et idées // La Vie de Stendhal , par Paul Hazard. 22e édition // Le Tartuffe de Molière : Édition originale / Henri d'Alméras.	
Lepan, Édouard-Marie-Joseph (1767-1836?)	191978.0	2.0	1807	Histoire de l'établissement des théâtres en France ; avec l'état, de dix ans en dix ans, depuis 1690 jusqu'à ce moment, des acteurs qui ont paru sur le Théâtre français... // Comparaison entre la Phèdre de Racine et celle d'Euripide , par A. W. Schlegel	
Rivière, Jacques (1886-1925)	5137033.0	194.0	1927	Quelques progrès dans l’étude du cœur humain (Freud et Proust) // Oeuvres complètes illustrées. 9 / Alfred de Musset ; illustrations de Charles Martin // Gustave Flaubert et ses amis : avec des lettres inédites de Gustave Flaubert, Louis Bouilhet, Théophile Gautier, Champfleury, E. Feydeau, Philoxène Boyer, Auguste Vacquerie, Offenbach, E. J. Goncourt, Sainte-Beuve, Michelet, Victor Hugo, Taine, Leconte de Lisle, Villiers de l'Isle Adam, Eugène Fromentin, Banville, Maupassant, Jules Lemaître, J. M. de Hérédia, etc. / Antoine Albalat // André Gide // L'Arioste et la poésie chevaleresque à Ferrare au début du XVIe siècle (2e éd.) / par Henri Hauvette // Dernières causeries historiques et littéraires (4e éd.) / Edmond Biré // Histoire de la langue française, des origines à 1900 ; 9, 1-2. La Révolution et l'Empire. Les événements, les institutions et la langue / Ferdinand Brunot,... // Histoire de la langue française des origines à 1900. Tome II, Le seizième siècle (2e édition revue et corrigée) / Ferdinand Brunot,... // Problèmes littéraires du seizième siècle : “Le cinquième livre”, “Le moyen de parvenir”, “Les joyeux devis” / L. Sainéan // Histoire de la langue française, des origines à 1900 ; 9, 1-2. La Révolution et l'Empire. Le français, langue nationale / Ferdinand Brunot,... // Des romantiques à nous // L'Allemagne romantique et réaliste ; Louis II de Bavière ; Bismarck et la France ; Petit musée germanique (Édition définitive) / Jacques Bainville // Approximations // Les femmes et le Langage / Rémy de Gourmont // Le critique mort jeune / Jacques Bainville // Paul Valéry / Paul Souday // Le travail du style enseigné par les corrections manuscrites des grands écrivains (12e édition) / Antoine Albalat // Statue volée , méditations... // Les écrivains	
Morellet, André (1727-1819)	406206.0	17.0	1806	Quelques réflexions sur un article du “Journal de l'Empire” du 15 juillet 1806, par A. Morellet,... // Mélanges de littérature. Portrait de Jules César. Molouk et Nassour. Fragmens sur le style. Lettre d'un Bordelais à Paris à son ami à Bordeaux / ; publiés par J.-B.-A. Suard,... Seconde édition revue et corrigée // Mélanges de littérature. Éloge d'Homère. De Voltaire et du poète italien Bettinelli. De Buffon et de Rousseau. Réflexions sur les progrès de l'esprit et du goût / ; publiés par J.-B.-A. Suard,... Seconde édition revue et corrigée // Mélanges de littérature. Voyage de Ferney. Lettre d'un ci-devant riche. Lettres écrites de Moscou par un voyageur. Les Tuileries en 1784. Du pape Clément XIV / ; publiés par J.-B.-A. Suard,... Seconde édition revue et corrigée	
Thibaudet, Albert (1874-1936)	2253459.0	118.0	1926	La poésie de Stéphane Mallarmé // Théâtre d'hier et d'aujourd'hui. La Comédie française en 1850. L'Époque Augier-Dumas. Le Triomphe du Vaudeville. H. Becque et le théâtre libre. G. de Porto-Riche. F. de Curel. De P. Hervieu à M. Donnay. Le Théâtre et les moeurs. Les Tendances nouvelles / Jules Marsan // Richelieu dramaturge et ses collaborateurs : les imbroglios romanesques, les pièces politiques... / Léopold Lacour,... // L’Esprit contre la raison // L'ingénieux Hidalgo Miguel Cervantès (2e édition) / Han Ryner // Histoire de la langue française, des origines à 1900. 7, La propagation du français en France jusqu'à la fin de l'ancien régime / Ferdinand Brunot,... // Démosthène / par Georges Clemenceau // A travers les pays et les livres : le crépuscule d'Elseneur (2e éd.) / André Bellessort // Essais sur le XVIIe siècle. [3], Les Perrault / par André Hallays // Prière et Poésie (13e éd.) / Henri Brémond, de l'Académie française // Documents littéraires. Etudes et portraits (Nouv. éd.) / Emile Zola // La Poésie pure : Éclaircissements	
Auger, Louis-Simon (1772-1829)	7575.0	1.0	1805	Notice historique et littéraire sur Malfilâtre	
Hazard, Paul (1878-1944)	3625560.0	311.0	1925	Lamartine / par Paul Hazard // Propos d'un entrepreneur de démolitions (Edition nouvelle) / Léon Bloy // Méthodes de l’histoire littéraire // Les dernières années de Lamartine : 1852-1869, d'après des documents inédits / Camille Latreille // Étranger, ou Études de littérature anglaise / Albert Thibaudet // Feux tournants // Diderot / Laurent Tailhade. // Promenades philosophiques (troisième série) // La Fin de l’art // Proses datées // Manuel illustré de la littérature catholique en France, de 1870 à nos jours, par l'abbé Henri Brémond et Georges Goyau, de l'Académie française, Pierre Billaud, Geoffroy de Grandmaison Paul Lesourd, Jean Morienval, Jean Nesmy, Charles Oseppa, Alfred Poizat, Armand Praviel // Comment on devient écrivain // Études. Baudelaire, Paul Claudel, André Gide, Rameau, Bach, Franck, Wagner, Moussorgsky, Debussy, Ingres, Cézanne, Gauguin // Portraits et souvenirs // Les fabliaux : études de littérature populaire et d'histoire littéraire du Moyen âge (4e éd.) / par Joseph Bédier // Dissociations // Maurice Barrès et la science française / Charles Mourreu... // Tartuffe et ses avatars, de Montufar à Dom Juan. Histoire des relations de Molière avec la cabale des dévots // Les écrivains	
Villers, Charles de (1765-1815)	95393.0	2.0	1804	Essai sur l'esprit et l'influence de la réformation de Luther , ouvrage qui a remporté le prix sur cette question proposée dans la séance publique du 15 germinal an X, par l'Institut national de France : “Quelle a été l'influence de la réformation de Luther sur la situation politique des différens États de l'Europe, et sur le progrès des lumières ?”. Par Charles Villers	
Albalat, Antoine (1856-1935)	1326710.0	119.0	1924	Souvenirs de la vie littéraire : Nouvelle édition augmentée d’une préface-réponse. // L'Église et le théâtre : essai historique / Albert Reyval,... // Critiques et romanciers // Beauté ; essai d'esthétique historique // Epitres des hommes obscurs / du chevalier Ulric von Hutten ; traduites par Laurent Tailhade // Gens de théâtre : auteurs et critiques, comédiens et comédiennes, la censure, le théâtre populaire, quelques portraits / Octave Mirbeau // Intérieurs : Baudelaire, Fromentin, Amiel // Le roman d'une amitié : Joseph Joubert et Pauline de Beaumont (3e éd.) / André Beaunier	
Scoppa, Antonio (Abbé)	382272.0	2.0	1803	Traité de la poésie italienne rapportée à la poésie française, dans lequel... on y découvre la source de l'harmonie des vers français, qui est l'accent prosodique, et la langue française y est garantie de toutes les imputations injustes faites par J.-J. Rousseau... par... Antonio Scoppa // Monsieur Botte. Tome 4 / , par Pigault-Lebrun // Épître sur les avantages de la poésie , par A. Cournand,... // Malesherbes. (Signé : de l'Isle de Sales.)	
Ghéon, Henri (1875-1944)	2817912.0	295.0	1923	L’art du théâtre // Leconte de Lisle : l'homme et l'oeuvre / Edmond Estève,... // Littérature ennemie de la famille. Les Faits. Les Droits. Les Devoirs // Verlaine... / Ernest Delahaye // Critique et conférences (Œuvres posthumes II) // La “Comedia” espagnole du XVIIe siècle : cours de langues et littératures de l'Europe méridionale au Collège de France, leçon d'ouverture / par Alfred Morel-Fatio // Vie des livres et des âmes. Virgile chrétien. Une épopée théologique. La Divine Comédie. Visions de Sienne et de la Madone. Saint Vincent de Paul. Ames de Port-Royal. La Vie posthume de Fénelon. Les Maistre : Xavier correcteur de Joseph. Foi religieuse et Critique littéraire. Hello. La Pensée française et l'Idéal religieux. 2e édition // Essai sur Shakespeare // Renan et nous / par Pierre Lasserre // Au service de la déesse // Études sur quelques-uns de nos vieux poètes. Vauquelin de La Fresnaye. Sainte-Marthe. N. Rapin. J. de La Péruse. Clotilde de Surville. Balthazar Bailly. Etienne d'Acier // Partis pris. Réflexions sur l'art littéraire // Paul Valéry // Alfred de Vigny, sa pensée et son art / par Edmond Estève,... // Pages inédites de critique dramatique (1874-1880) / Alphonse Daudet // Nouvelles études et autres figures / André Bellessort // Les dates et les œuvres : symbolisme et poésie scientifique // Pour le romantisme / Henri Bremond, de Académie française // Reflets de la vieille Amérique... (2e éd) / André Bellesort	
Ginguené, Pierre-Louis	238381.0	17.0	1802	Coup-d'oeil rapide sur le “Génie du christianisme”... // Boileau jugé par ses amis et par ses ennemis, ou le Pour et le contre sur Boileau,... par C. Palmézeaux (M. de Cubières-Palmézeaux) // Vie philosophique, politique et littéraire de Rivarol. Tome 1 / par Sulpice de La Platière // Vie philosophique, politique et littéraire de Rivarol. Tome 2 / par Sulpice de La Platière	
Stapfer, Paul (1840-1917)	1.0550228E7	813.0	1889	Rabelais : sa personne, son génie, son oeuvre / par Paul Stapfer,... // Histoire littéraire de la Suisse romande des origines à nos jours. Tome 2 / par Virgile Rossel... // Nouvelle histoire de la littérature française sous la monarchie de juillet, par Victor Jeanroy-Félix (2e édition) // Ægri somnia : pensées et caractères // Variétés littéraires / E. Caro,... // Le théâtre contemporain : Emile Augier, Alexandre Dumas fils // Derniers essais de critique et d’histoire // Le livre du centenaire du Journal des débats, 1789-1889 // Histoire de la littérature française [III] // La bataille littéraire. 3e sér. 1883-1886 / Philippe Gille // Écrivains francisés: Dickens, Heine, Tourguénef, Poe, Dostoïewski, Tolstoï // Cours de littérature, à l'usage des divers examens. Volume 6 / par Félix Hémon // Histoire de la littérature française [IV] // Histoire littéraire de la Suisse romande des origines à nos jours. Tome 1 / par Virgile Rossel... // Méthode évolutive-instrumentiste d’une poésie rationnelle // Les artistes littéraires : études sur le XIXe siècle / par Maurice Spronck // Notes sur le théâtre contemporain. T. 1 / Émile Faguet // La bataille littéraire. 1e sér. 1875-1878 / Philippe Gille // La bataille littéraire. 2e sér. 1879-1882 / Philippe Gille // L’art au point de vue sociologique // Le théâtre et les moeurs / par J.-J. Weiss // Mémoires de la Société d'agriculture, sciences et arts du département de l'Aube // Histoire de la littérature française [II] // La littérature de Tout à l’heure // La bataille littéraire. 4e sér. 1887-1888 / Philippe Gille // Impressions de théâtre // Les œuvres et les hommes : XI. Les poètes (deuxième série) // Alexandre Hardy et le théâtre français à la fin du XVIe et au commencement du XVIIe siècle / par Eugène Rigal,... // Les premières armes du symbolisme	
Ximénez, Augustin-Louis de (1728-1817)	56138.0	0.0	1768	L'examen impartial des meilleures tragédies de Racine	
Bourget, Paul (1852-1935)	2248905.0	231.0	1922	Nouvelles pages de critique et de doctrine. T. 1 / Paul Bourget,... // Petits mémoires de la vie / Laurent Tailhade // Études sur la Divine Comédie : la composition du poème et son rayonnement / Henri Hauvette // Nouvelles pages de critique et de doctrine. T. 2 / Paul Bourget,... // Le théâtre romantique : France d'antan / par Paul Ginisty,... // Le stupide XIXe siècle, exposé des insanités meurtrières qui se sont abattues sur la France depuis 130 ans, 1789-1919 // Enquête : Le XIXe siècle est-il un grand siècle ? // Le Mort remontant / Robert de Montesquiou // Gustave Flaubert // L'évolution de la poésie lyrique en France au dix-neuvième siècle. T. 1 / Ferdinand Brunetière,... // Le conservateur littéraire, 1819-1821 (Edition critique)	
Ballanche, Pierre-Simon (1776-1847 ; imprimeur-libraire)	125775.0	15.0	1801	Du sentiment considéré dans ses rapports avec la littérature et les arts , par P. S. Ballanche fils	
Marivaux, Pierre de (1688-1763)	680428.0	0.0	1781	Oeuvres complettes de M. de Marivaux,.... L'Éducation d'un prince, dialogue. Le Miroir. Réflexions sur les hommes // Oeuvres complettes de M. de Marivaux,.... Le Cabinet du philosophe [fin]. Homère travesti // Oeuvres complettes de M. de Marivaux,.... Le Spectateur françois. Pièces détachées. L'Indigent philosophe	
Feller, Franc̜ois Xavier de (1735-1802)	6790239.0	82.0	1780	Examen impartial des Époques de la nature de Mr le comte de Buffon , par l'abbé F.-X. de F. // Mémoires secrets pour servir à l'histoire de la république des lettres en France, depuis MDCCLXII jusqu'à nos jours ; ou Journal d'un observateur, contenant les analyses des pieces de théâtre qui ont paru durant cet intervalle; les relations des assemblées littéraires; les notices des livres nouveaux... // Examen critique du “Comte de Warwick”, tragédie de M. de La Harpie,... par M, auteur de , tragédie reçue à la Comédie française	
Thibaudet, Albert (1874-1936)	993660.0	178.0	1932	Les Idées politiques de la France // Chronologie du romantisme (1804-1830) / René Bray,... // Vie et les lettres de William Cowper. Tome premier // Montesquieu / par Gustave Lanson // Littérature italienne (Nouvelle éd. (8e), revue et augmentée) / par Henri Hauvette // Pierre Frayssinet, le triomphe de l'esprit / Ernest Zyromski // Le Clavecin de Diderot	
Genlis, Stéphanie-Félicité Du Crest (1746-1830 ; comtesse de)	322342.0	24.0	1811	Examen critique [Suite de l'Examen critique] de l'ouvrage intitulé : “Biographie universelle”,... / par Madame de Genlis // Ma brochure en réponse aux deux brochures de Mme de Genlis / par L.-S. Auger // De l'influence des femmes sur la littérature française, comme protectrices des lettres et comme auteurs, ou Précis de l'histoire des femmes françaises les plus célèbres . Par madame de Genlis // Observations critiques pour servir à l'histoire de la littérature du XIXe siècle, ou Réponse de Mme de Genlis à M. T. et Nl., etc., sur les critiques de son dernier ouvrage intitulé : “de l'Influence des femmes sur la littérature française”... // Examen critique [Suite de l'Examen critique] de l'ouvrage intitulé : “Biographie universelle”,.... Suite / par Madame de Genlis // Le Tarpa, ou l'Examen préalable tragique et comique, avantageux à l'art, aux auteurs, au théâtre français, par F.-L. Darragon	
Noël, Édouard (1846-1926)	3204033.0	165.0	1899	Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Les contemporains : études et portraits littéraires (cinquième série) // Molière et Shakespeare (4e édition) / par Paul Stapfer,... // Les contemporains : études et portraits littéraires (quatrième série) // Art d'écrire enseigné en vingt leçons. (15 janvier 1899.) // Sarah Bernhardt / par Jules Huret ; préface de Edmond Rostand // Préfaces. — Les Poètes contemporains. — Discours sur Victor Hugo // Les contemporains : études et portraits littéraires (septième série) // Esthétique de la langue française // Musiciens et philosophes // La poésie : études sur les chefs d'oeuvre des poètes de tous les temps et de tous les pays (10e édition) / par Paul Albert	
