Auteur	Total De Tokens	Occurrences du Mot	Fréquence Relative	Date	Titre	
Zyromski, Ernest (1862-1933)	993659	12	1.2076577E-5	1932	Chronologie du romantisme (1804-1830) / René Bray,... // Le Clavecin de Diderot // Vie et les lettres de William Cowper. Tome premier // Littérature italienne (Nouvelle éd. (8e), revue et augmentée) / par Henri Hauvette // Montesquieu / par Gustave Lanson // Les Idées politiques de la France // Pierre Frayssinet, le triomphe de l'esprit / Ernest Zyromski	
Vogüé, Eugène-Melchior de (1848-1910)	6487487	40	6.1657156E-6	1898	L’esprit nouveau dans la vie artistique, sociale et religieuse // Essais de critique dramatique : George Sand, Musset, Feuillet, Augier, Dumas fils / par Antoine Benoist,... // Dernières causeries historiques et littéraires : Bossuet, historien du protestantisme, la Chalotais et le duc d'Aiguillon, la folie de Jean-Jacques Rousseau... / Edmond Biré // Inauguration du monument élevé à la mémoire de Sainte-Beuve, à Paris, le 19 juin 1898 / [discours de MM. Gustave Larroumet, François Coppée, Albert Vandal et Gaston Boissier] ; Institut de France, Académie française // Pointes sèches : physionomies littéraires / Adolphe Brisson // Manuel de l’histoire de la Littérature française // La poésie lyrique en France au XIXe siècle. // Politiques et moralistes du dix-neuvième siècle [II] // Politiques et moralistes du dix-neuvième siècle [III] // Les Trois siècles palinodiques, ou Histoire générale des palinods de Rouen, Dieppe, etc., par Jos.-André Guiot, de Rouen, publiés pour la première fois, d'après le manuscrit de Rouen par l'abbé A. Tougard // Profils parisiens / Ernest Jungle // Impressions de théâtre // Conférences dramatiques (Odéon, 1888-1898) : avec des observations techniques sur l'art de la parole, à l'usage des conférenciers et professeurs... / Eugène Lintilhac // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Études de littérature contemporaine... / Georges Pellissier // Études de littérature contemporaine.... Série 2 / Georges Pellissier // L'anarchie littéraire / Charles Recolin // Essai sur Gœthe // Introduction aux études historiques // Histoire et poésie : au Mont-Cassin, à Ravenne, Catherine Sforza, le cardinal d'Ossat, le Moyen-âge, Jean-Jacques Rousseau, Robinson Crusoé, Gabriel d'Annunzio / Vte E.-M. de Vogüé,...	
Silvestre de Sacy, Antoine-Isaac (1758-1838)	457110	1	2.1876572E-6	1810	Essai sur la vie et les ouvrages de l'abbé Prévost (par P. Bernard d'Héry) // Lettres sur l'Espagne, ou Essai sur les moeurs, les usages et la littérature de ce royaume , par feu La Dixmerie ; Précédé d'un Eloge de l'auteur et suivi d'un Précis sur les formes judiciaires de l'Inquisition, par C. P. ; Augmenté d'une anecdote espagnole et de pièces fugitives, par Mme Fanny de Beauharnais... // Discours d'ouverture et programme du cours de littérature grecque, professé à la Faculté des lettres de l'Académie de Grenoble , par J.-J. Champollion-Figeac,... // Tableau littéraire du dix-huitième siècle, ou Essai sur les grands écrivains de ce siècle et les progrès de l'esprit humain en France ... par Mrie-J.-J.-Victorin-Fabre // Mélanges inédits de littérature de J.-B. de La Harpe, recueillis par J.-B. Salgues ; pouvant servir de suite au Cours de littérature // Essai sur la littérature espagnole / [par de Malmontet] ; [publ. par J.-B. Lecouteulx de Canteleu] // Correspondance dramatique entre MM. Mercier (de l'Institut) Cubières Palmézeaux, auteur dramatique, et M. Simon, avocat, et secrétaire du comité de lecture du théâtre de l'Odéon... // Discours de M. Silvestre de Sacy, sur les traductions d'ouvrages écrits en langues orientales, extrait des discussions de la classe d'histoire et de littérature ancienne de l'Institut, sur le rapport du jury des prix décennaux. Séance du 20 juillet 1810	
Vandérem, Fernand (1864-1939)	867257	0	0.0	1931	Shakespeare // Bibliophilie nouvelle, chroniques du Bulletin [du bibliophile].... [I.] 1922-1926 // Bibliophilie nouvelle, chroniques du Bulletin [du bibliophile].... [II.] 1927-1932 // Bibliophilie nouvelle, chroniques du Bulletin [du bibliophile].... [III.] 1933-1939	
Thibaudet, Albert (1874-1936)	2279304	6	2.6323826E-6	1930	Les diverses familles spirituelles de la France (Edition définitive avec des textes inédits) / Maurice Barrès,... // Virgile : son oeuvre et son temps (14e éd.) // Un catholique romantique : Frédéric Ozanam / Henri Girard // Le roman français // Quelques travaux de linguistique, de philologie et de littérature hellénique : 1884-1928 / Jean Psichari // Les livres du Temps // Physiologie de la critique	
Troubat, Jules (1836-1914)	2016528	16	7.93443E-6	1897	La fin du classicisme et le retour à l'antique dans la seconde moitié du XVIIIe siècle et les premières années du XIXe en France / par Louis Bertand // La pastorale dans le Tasse / Pierre de Bouchaud // De l'hellénisme chez Fénelon : thèse pour le doctorat, présentée à la Faculté des lettres de Paris / par Léon Boulvé,... // Auteurs contemporains : études littéraires : Paul Verlaine, Anatole France, André Theuriet, Maurice Maeterlinck, Paul Déroulède / François Carez // Le naturalisme littéraire : cours donné pour l'extension de l'Université libre à Anvers, Bruxelles et Courtrai / par Edmond Cattier,... // La préface de “Cromwell” [de V. Hugo] : introduction, texte et notes / Maurice Souriau,... // Le romantisme et l'éditeur Renduel : souvenirs et documents sur les écrivains de l'école romantique, avec lettres inédites adressées par eux à Renduel / Adolphe Jullien // Charles Mehl : 1831-1896 / (Signé : Lorédan Larchey) // Petits portraits et notes d'art.... Ire série / Gustave Larroumet,... // Petits portraits et notes d'art.... IIe série / Gustave Larroumet,... // Comment j'ai fait mon “Dictionnaire de la langue française” (Nouvelle édition, précédée d'un avant-propos) / par É. Littré // Le monde où l’on imprime // De Dante à Verlaine (études d'idéalistes et mystiques). Dante, Spenser, Bunyan, Shelley, Verlaine, Huysmans // Histoire du théâtre en France. La Comédie et les moeurs en France au moyen âge, par L. Petit de Julleville,... // La véritable histoire de “Elle et lui” : notes et documents (2e éd.) / Vicomte de Spoelberch de Lovenjoul // Le buste de Sainte Beuve / [signé Jules Troubat]	
Voltaire (1694-1778)	1071251	0	0.0	1776	L'Europe françoise , par l'auteur de “la Gaieté” // Dictionnaire dramatique, contenant l'histoire des théâtres, les règles du genre dramatique, les observations des maîtres les plus célèbres et des réflexions nouvelles sur les spectacles.... T. 1 / [par l'abbé Jos. de La Porte et S.-R.-N. Chamfort] // Dictionnaire dramatique, contenant l'histoire des théâtres, les règles du genre dramatique, les observations des maîtres les plus célèbres et des réflexions nouvelles sur les spectacles.... T. 2 / [par l'abbé Jos. de La Porte et S.-R.-N. Chamfort] // Dictionnaire dramatique, contenant l'histoire des théâtres, les règles du genre dramatique, les observations des maîtres les plus célèbres et des réflexions nouvelles sur les spectacles.... T. 3 / [par l'abbé Jos. de La Porte et S.-R.-N. Chamfort] // Commentaire historique sur les oeuvres de l'auteur de “La Henriade”, etc., avec les pièces originales et les preuves	
Wyzewa, Théodore de (1862-1917)	10775144	37	3.4338289E-6	1896	Théâtre contemporain, 1881-1883 : dernière série / J. Barbey d'Aurevilly // La question du vers français et la tentative des poètes décadents (3e édition) / Prince Alexandre Bibesco ; avec une lettre de M. Sully Prudhomme // Les époques du théâtre français : 1636-1850 / Fernand Brunetière,... // Les chroniqueurs français du moyen âge, Villehardouin, Joinville, Froissart, Commines : nouveaux extraits... / précédés d'une introduction sur les origines de l'histoire de France et sur les... travaux de la philologie moderne, avec des notices biographiques, des appréciations littéraires et un commentaire grammatical des textes par M. Charles Aubertin,... // Histoire de la littérature grecque. Tome 1 / par Alfred Croiset, Maurice Croiset,... // Histoire de la littérature grecque. Tome 3 / par Alfred Croiset, Maurice Croiset,... // Nouvelles études anglaises / James Darmesteter ; avant-propos de Mme Mary James Darmesteter // Les Jeunes, études et portraits // Quelques livres, année 1895 / Henry Gauthier-Villars (Willy) // Journal des Goncourt, tome IX (1892-1895 et index général) // Hokousaï : l’art japonais au XVIIIe siècle // Le livre des masques // Le IIe livre des masques : portraits symbolistes, gloses et documents sur les écrivains d’hier et d’aujourd’hui, les masques.... // Musique : mélanges d'histoire et de critique musicale et dramatique / Adolphe Jullien // L'âme antique / Marc Legrand ; [préf. d'Emmanuel Des Essarts et Emile Gebhart] // Impressions de théâtre // Les contemporains : études et portraits littéraires (sixième série) // Le poème de Lucrèce : morale, religion, science / par Constant Martha // La Poésie de la Renaissance (Marot, Ronsard, Du Bellay, d'Aubigné, Régnier), études et extraits, par Georges Meunier,... // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // Histoire de la langue et de la littérature française, des origines à 1900. Moyen âge (des origines à 1500) / publiée sous la direction de L. Petit de Julleville,... // Histoire de la langue et de la littérature française, des origines à 1900. XVIe siècle / publiée sous la direction de L. Petit de Julleville,... // Histoire de la langue et de la littérature française, des origines à 1900. XVIIe siècle (1re partie : 1601-1660) / publiée sous la direction de L. Petit de Julleville,... // Histoire de la langue et de la littérature française, des origines à 1900. XVIIe siècle (2e partie : 1661-1700) / publiée sous la direction de L. Petit de Julleville,... // Histoire de la langue et de la littérature française, des origines à 1900. XVIIIe siècle / publiée sous la direction de L. Petit de Julleville,... // Histoire de la langue et de la littérature française, des origines à 1900. XIXe siècle. Période romantique (1800-1850) / publiée sous la direction de L. Petit de Julleville,... // Histoire de la langue et de la littérature française, des origines à 1900. XIXe siècle. Période contemporaine (1850-1900) / publiée sous la direction de L. Petit de Julleville,... // Histoire de la langue et de la littérature française, des origines à 1900 / publiée sous la direction de L. Petit de Julleville,... // Psychologie de l’attention (3e édition) // Études et portraits littéraires : Taine, Barbey d'Aurevilly, Guy de Maupassant, Pierre Loti, E. et J. de Goncourt, E. Lintilhac, Ollé-Laprune, Mme Séverine, Ch. Vincent, le P. Ollivier, Waldeck-Rousseau, Jules Tellier, Amiel / Michel Salomon // La famille et les amis de Montaigne : causeries autour du sujet / par Paul Stapfer,... // Écrivains étrangers.... T. 1 / Teodor de Wyzewa // Écrivains étrangers.... T. 2 / Teodor de Wyzewa // Écrivains étrangers.... T. 3 / Teodor de Wyzewa	
Clément, Jean Marie Bernard (1742-1812)	786721	0	0.0	1775	Anecdotes dramatiques : contenant 1° Toutes les pièces de théâtre... drames... qui ont été joués à Paris ou en province... depuis l'origine des spectacles en France jusqu'à l'année 1775 2° Tous les ouvrages dramatiques qui n'ont été représentés sur aucun théâtre, mais qui sont imprimés, ou conservés en manuscrit... 3° Un recueil de tout ce qu'on a pu rassembler d'anecdotes... 4° Les noms de tous les auteurs... de tous les acteurs ou actrices célébres... 5° Un tableau... des théâtres de toutes les nations. Tome 1 / [par Jean-Marie-Bernard Clément, de Dijon, et l'abbé Joseph de La Porte] // Anecdotes dramatiques : contenant 1° Toutes les pièces de théâtre... drames... qui ont été joués à Paris ou en province... depuis l'origine des spectacles en France jusqu'à l'année 1775 2° Tous les ouvrages dramatiques qui n'ont été représentés sur aucun théâtre, mais qui sont imprimés, ou conservés en manuscrit... 3° Un recueil de tout ce qu'on a pu rassembler d'anecdotes... 4° Les noms de tous les auteurs... de tous les acteurs ou actrices célébres... 5° Un tableau... des théâtres de toutes les nations. Tome 3 / [par Jean-Marie-Bernard Clément, de Dijon, et l'abbé Joseph de La Porte]	
Soubies, Albert (1846-1918)	8974826	114	1.2702196E-5	1895	Le mal d’écrire et le roman contemporain // Excentriques et grotesques littéraires de l'Agenais / par Jules Andrieu,... // Mémoire et imagination : (peintres, musiciens, poètes et orateurs) / par Lucien Arréat // Les œuvres et les hommes : XV. Journalistes et polémistes, chroniqueurs et pamphlétaires // Les écrivains célèbres de la France, ou Histoire de la littérature française depuis l'origine de la langue jusqu'au XIXe siècle (7e éd.) / par D. Bonnefon // De l’idée de loi naturelle dans la science et la philosophie contemporaines // La comédie littéraire : notes et impressions de littérature / Adolphe Brisson // Nouveaux essais sur la littérature contemporaine / par Ferdinand Brunetière,... // La science et la religion : réponse à quelques objections // Théophile Gautier (2e édition) / par Maxime Du Camp,... // Annuaire. 4e section, Sciences historiques et philologiques / Ecole pratique des hautes études // Portraits du XVIIe siècle ; suivis d'études sur les deux derniers siècles / Léon Gautier // Les mercredis d’un critique, 1894 // Journal des Goncourt, tome VIII (1889-1891) // Histoire de la littérature française // Hommes et livres // Impressions de théâtre // Mémoires d'un critique : milieu de siècle / par Jules Levallois // Les félibres : à travers leur monde et leur poésie / Eugène Lintilhac // Précieux et précieuses : caractères et moeurs littéraires du XVIIe siècle (4e éd.) / par Ch.-L. Livet // Histoire de la littérature française au dix-septième siècle. Précurseurs et contemporains des premiers maîtres / par le R. P. G. Longhaye,... // Histoire de la littérature française au dix-septième siècle. Les premiers maîtres : Corneille, Pascal, Molière, Bossuet / par le R. P. G. Longhaye,... // Histoire de la littérature française au dix-septième siècle. Les écrivains hors rang : Sévigné, Maintenon, Saint-Simon. Tableau de la fin du siècle / par le R. P. G. Longhaye,... // Histoire de la littérature française au dix-septième siècle. La seconde génération des maîtres : Boileau, Racine, La Fontaine, Bourdaloue, La Bruyère, Fénelon / par le R. P. G. Longhaye,... // Lexique de Ronsard : précédé d'une étude sur son vocabulaire, son orthographe et sa syntaxe. Volume 83 / par L. Mellerio,... ; préface par M. Petit de Julleville // Les Annales du théâtre et de la musique / Édouard Noël et Edmond Stoullig // L'idée de Dieu et la poésie / par L. Petit de Julleville,... // [Poésies complètes / Arthur Rimbaud ; avec préface de Paul Verlaine et notes de l'éditeur] // Mémoires de la Société d'agriculture, sciences et arts du département de l'Aube // La Comédie-française depuis l'époque romantique : 1825-1894 / Albert Soubies	
